Training: 2023-10-28 15:28:49,202-rank_id: 0
Training: 2023-10-29 01:15:34,366-Speed 1113.89 samples/sec   Loss 14.7137   Epoch: 6   Global Step: 93350   Required: 38 hours
Training: 2023-10-29 01:15:51,630-Speed 1112.18 samples/sec   Loss 14.6620   Epoch: 6   Global Step: 93400   Required: 38 hours
Training: 2023-10-29 01:16:09,265-Speed 1088.79 samples/sec   Loss 14.6662   Epoch: 6   Global Step: 93450   Required: 38 hours
Training: 2023-10-29 01:16:26,302-Speed 1127.08 samples/sec   Loss 14.6241   Epoch: 6   Global Step: 93500   Required: 38 hours
Training: 2023-10-29 01:16:43,464-Speed 1118.78 samples/sec   Loss 14.6035   Epoch: 6   Global Step: 93550   Required: 38 hours
Training: 2023-10-29 01:17:00,549-Speed 1123.86 samples/sec   Loss 14.8063   Epoch: 6   Global Step: 93600   Required: 38 hours
Training: 2023-10-29 01:17:17,823-Speed 1111.62 samples/sec   Loss 14.8019   Epoch: 6   Global Step: 93650   Required: 38 hours
Training: 2023-10-29 01:17:35,658-Speed 1076.60 samples/sec   Loss 14.6330   Epoch: 6   Global Step: 93700   Required: 38 hours
Training: 2023-10-29 01:17:52,847-Speed 1117.05 samples/sec   Loss 14.9287   Epoch: 6   Global Step: 93750   Required: 38 hours
Training: 2023-10-29 01:18:10,107-Speed 1112.47 samples/sec   Loss 14.7598   Epoch: 6   Global Step: 93800   Required: 38 hours
Training: 2023-10-29 01:18:27,392-Speed 1110.85 samples/sec   Loss 14.6093   Epoch: 6   Global Step: 93850   Required: 38 hours
Training: 2023-10-29 01:18:44,566-Speed 1118.04 samples/sec   Loss 14.8093   Epoch: 6   Global Step: 93900   Required: 38 hours
Training: 2023-10-29 01:19:01,749-Speed 1117.44 samples/sec   Loss 14.8826   Epoch: 6   Global Step: 93950   Required: 38 hours
Training: 2023-10-29 01:19:19,294-Speed 1094.42 samples/sec   Loss 14.5231   Epoch: 6   Global Step: 94000   Required: 38 hours
Training: 2023-10-29 01:19:36,796-Speed 1097.03 samples/sec   Loss 14.7681   Epoch: 6   Global Step: 94050   Required: 38 hours
Training: 2023-10-29 01:19:54,327-Speed 1095.27 samples/sec   Loss 14.5384   Epoch: 6   Global Step: 94100   Required: 38 hours
Training: 2023-10-29 01:20:11,819-Speed 1097.72 samples/sec   Loss 14.8594   Epoch: 6   Global Step: 94150   Required: 38 hours
Training: 2023-10-29 01:20:29,584-Speed 1080.86 samples/sec   Loss 14.6402   Epoch: 6   Global Step: 94200   Required: 38 hours
Training: 2023-10-29 01:20:46,914-Speed 1108.01 samples/sec   Loss 14.5804   Epoch: 6   Global Step: 94250   Required: 38 hours
Training: 2023-10-29 01:21:04,753-Speed 1076.33 samples/sec   Loss 14.5418   Epoch: 6   Global Step: 94300   Required: 38 hours
Training: 2023-10-29 01:21:22,413-Speed 1087.27 samples/sec   Loss 14.6039   Epoch: 6   Global Step: 94350   Required: 38 hours
Training: 2023-10-29 01:21:40,020-Speed 1090.53 samples/sec   Loss 14.6906   Epoch: 6   Global Step: 94400   Required: 38 hours
Training: 2023-10-29 01:21:59,795-Speed 970.99 samples/sec   Loss 13.7344   Epoch: 7   Global Step: 94450   Required: 38 hours
Training: 2023-10-29 01:22:17,042-Speed 1113.28 samples/sec   Loss 12.4742   Epoch: 7   Global Step: 94500   Required: 38 hours
Training: 2023-10-29 01:22:34,113-Speed 1124.79 samples/sec   Loss 12.1888   Epoch: 7   Global Step: 94550   Required: 38 hours
Training: 2023-10-29 01:22:51,018-Speed 1135.84 samples/sec   Loss 12.0348   Epoch: 7   Global Step: 94600   Required: 38 hours
Training: 2023-10-29 01:23:08,704-Speed 1085.63 samples/sec   Loss 11.7343   Epoch: 7   Global Step: 94650   Required: 38 hours
Training: 2023-10-29 01:23:25,986-Speed 1111.10 samples/sec   Loss 11.7892   Epoch: 7   Global Step: 94700   Required: 38 hours
Training: 2023-10-29 01:23:43,554-Speed 1092.88 samples/sec   Loss 11.5805   Epoch: 7   Global Step: 94750   Required: 38 hours
Training: 2023-10-29 01:24:00,790-Speed 1114.07 samples/sec   Loss 11.6580   Epoch: 7   Global Step: 94800   Required: 38 hours
Training: 2023-10-29 01:24:18,409-Speed 1089.79 samples/sec   Loss 11.5071   Epoch: 7   Global Step: 94850   Required: 38 hours
Training: 2023-10-29 01:24:35,778-Speed 1105.44 samples/sec   Loss 11.3821   Epoch: 7   Global Step: 94900   Required: 38 hours
Training: 2023-10-29 01:24:52,323-Speed 1160.57 samples/sec   Loss 11.4319   Epoch: 7   Global Step: 94950   Required: 38 hours
Training: 2023-10-29 01:25:09,764-Speed 1100.85 samples/sec   Loss 11.0705   Epoch: 7   Global Step: 95000   Required: 38 hours
Training: 2023-10-29 01:25:27,486-Speed 1083.49 samples/sec   Loss 11.1823   Epoch: 7   Global Step: 95050   Required: 38 hours
Training: 2023-10-29 01:25:44,668-Speed 1117.56 samples/sec   Loss 11.2154   Epoch: 7   Global Step: 95100   Required: 38 hours
Training: 2023-10-29 01:26:02,315-Speed 1088.07 samples/sec   Loss 10.9300   Epoch: 7   Global Step: 95150   Required: 38 hours
Training: 2023-10-29 01:26:19,664-Speed 1106.72 samples/sec   Loss 11.2470   Epoch: 7   Global Step: 95200   Required: 38 hours
Training: 2023-10-29 01:26:37,212-Speed 1094.25 samples/sec   Loss 10.9585   Epoch: 7   Global Step: 95250   Required: 38 hours
Training: 2023-10-29 01:26:54,087-Speed 1137.85 samples/sec   Loss 11.1490   Epoch: 7   Global Step: 95300   Required: 38 hours
Training: 2023-10-29 01:27:11,277-Speed 1117.03 samples/sec   Loss 10.8149   Epoch: 7   Global Step: 95350   Required: 38 hours
Training: 2023-10-29 01:27:28,708-Speed 1101.51 samples/sec   Loss 10.8044   Epoch: 7   Global Step: 95400   Required: 38 hours
Training: 2023-10-29 01:27:46,226-Speed 1096.12 samples/sec   Loss 10.7870   Epoch: 7   Global Step: 95450   Required: 38 hours
Training: 2023-10-29 01:28:04,147-Speed 1071.42 samples/sec   Loss 10.7211   Epoch: 7   Global Step: 95500   Required: 38 hours
Training: 2023-10-29 01:28:21,462-Speed 1108.93 samples/sec   Loss 10.6359   Epoch: 7   Global Step: 95550   Required: 38 hours
Training: 2023-10-29 01:28:38,515-Speed 1125.97 samples/sec   Loss 10.6947   Epoch: 7   Global Step: 95600   Required: 38 hours
Training: 2023-10-29 01:28:55,971-Speed 1100.00 samples/sec   Loss 10.9381   Epoch: 7   Global Step: 95650   Required: 38 hours
Training: 2023-10-29 01:29:13,318-Speed 1106.88 samples/sec   Loss 10.7720   Epoch: 7   Global Step: 95700   Required: 38 hours
Training: 2023-10-29 01:29:30,366-Speed 1126.28 samples/sec   Loss 10.4178   Epoch: 7   Global Step: 95750   Required: 38 hours
Training: 2023-10-29 01:29:47,328-Speed 1132.03 samples/sec   Loss 10.2166   Epoch: 7   Global Step: 95800   Required: 38 hours
Training: 2023-10-29 01:30:05,211-Speed 1073.74 samples/sec   Loss 10.4623   Epoch: 7   Global Step: 95850   Required: 38 hours
Training: 2023-10-29 01:30:22,082-Speed 1138.11 samples/sec   Loss 10.2755   Epoch: 7   Global Step: 95900   Required: 38 hours
Training: 2023-10-29 01:30:39,799-Speed 1083.74 samples/sec   Loss 10.4446   Epoch: 7   Global Step: 95950   Required: 38 hours
Training: 2023-10-29 01:30:56,483-Speed 1150.90 samples/sec   Loss 10.3350   Epoch: 7   Global Step: 96000   Required: 38 hours
Training: 2023-10-29 01:31:13,764-Speed 1111.11 samples/sec   Loss 10.3914   Epoch: 7   Global Step: 96050   Required: 38 hours
Training: 2023-10-29 01:31:31,190-Speed 1101.84 samples/sec   Loss 10.1723   Epoch: 7   Global Step: 96100   Required: 38 hours
Training: 2023-10-29 01:31:48,644-Speed 1100.17 samples/sec   Loss 10.2695   Epoch: 7   Global Step: 96150   Required: 38 hours
Training: 2023-10-29 01:32:05,848-Speed 1116.09 samples/sec   Loss 10.5348   Epoch: 7   Global Step: 96200   Required: 38 hours
Training: 2023-10-29 01:32:22,934-Speed 1123.80 samples/sec   Loss 10.3713   Epoch: 7   Global Step: 96250   Required: 38 hours
Training: 2023-10-29 01:32:40,282-Speed 1106.77 samples/sec   Loss 10.2399   Epoch: 7   Global Step: 96300   Required: 38 hours
Training: 2023-10-29 01:32:57,606-Speed 1108.35 samples/sec   Loss 10.2262   Epoch: 7   Global Step: 96350   Required: 38 hours
Training: 2023-10-29 01:33:15,125-Speed 1096.06 samples/sec   Loss 10.0868   Epoch: 7   Global Step: 96400   Required: 38 hours
Training: 2023-10-29 01:33:33,206-Speed 1061.94 samples/sec   Loss 10.2521   Epoch: 7   Global Step: 96450   Required: 38 hours
Training: 2023-10-29 01:33:51,077-Speed 1074.44 samples/sec   Loss 10.2730   Epoch: 7   Global Step: 96500   Required: 38 hours
Training: 2023-10-29 01:34:08,182-Speed 1122.50 samples/sec   Loss 9.9311   Epoch: 7   Global Step: 96550   Required: 38 hours
Training: 2023-10-29 01:34:24,935-Speed 1146.15 samples/sec   Loss 10.0728   Epoch: 7   Global Step: 96600   Required: 38 hours
Training: 2023-10-29 01:34:41,650-Speed 1148.76 samples/sec   Loss 9.7923   Epoch: 7   Global Step: 96650   Required: 38 hours
Training: 2023-10-29 01:35:19,527-[lfw][96662]XNorm: 8.114586
Training: 2023-10-29 01:35:19,527-[lfw][96662]Accuracy-Flip: 0.99550+-0.00317
Training: 2023-10-29 01:35:19,527-[lfw][96662]Accuracy-Highest: 0.99550
Training: 2023-10-29 01:35:51,621-[calfw][96662]XNorm: 8.092522
Training: 2023-10-29 01:35:51,621-[calfw][96662]Accuracy-Flip: 0.95133+-0.01159
Training: 2023-10-29 01:35:51,621-[calfw][96662]Accuracy-Highest: 0.95133
Training: 2023-10-29 01:36:23,694-[cplfw][96662]XNorm: 7.477772
Training: 2023-10-29 01:36:23,695-[cplfw][96662]Accuracy-Flip: 0.88850+-0.01587
Training: 2023-10-29 01:36:23,695-[cplfw][96662]Accuracy-Highest: 0.88850
Training: 2023-10-29 01:37:01,119-[cfp_fp][96662]XNorm: 7.380392
Training: 2023-10-29 01:37:01,119-[cfp_fp][96662]Accuracy-Flip: 0.95357+-0.01226
Training: 2023-10-29 01:37:01,119-[cfp_fp][96662]Accuracy-Highest: 0.95357
Training: 2023-10-29 01:37:33,693-[agedb_30][96662]XNorm: 7.883468
Training: 2023-10-29 01:37:33,694-[agedb_30][96662]Accuracy-Flip: 0.95600+-0.00779
Training: 2023-10-29 01:37:33,694-[agedb_30][96662]Accuracy-Highest: 0.95600
Training: 2023-10-29 01:37:46,328-Speed 103.97 samples/sec   Loss 9.9584   Epoch: 7   Global Step: 96700   Required: 38 hours
Training: 2023-10-29 01:38:03,125-Speed 1143.10 samples/sec   Loss 10.0855   Epoch: 7   Global Step: 96750   Required: 38 hours
Training: 2023-10-29 01:38:19,881-Speed 1145.93 samples/sec   Loss 10.0619   Epoch: 7   Global Step: 96800   Required: 38 hours
Training: 2023-10-29 01:38:36,675-Speed 1143.38 samples/sec   Loss 9.9541   Epoch: 7   Global Step: 96850   Required: 38 hours
Training: 2023-10-29 01:38:53,635-Speed 1132.12 samples/sec   Loss 9.8089   Epoch: 7   Global Step: 96900   Required: 38 hours
Training: 2023-10-29 01:39:10,316-Speed 1151.10 samples/sec   Loss 9.8850   Epoch: 7   Global Step: 96950   Required: 38 hours
Training: 2023-10-29 01:39:27,210-Speed 1136.55 samples/sec   Loss 9.8137   Epoch: 7   Global Step: 97000   Required: 38 hours
Training: 2023-10-29 01:39:44,474-Speed 1112.20 samples/sec   Loss 9.7270   Epoch: 7   Global Step: 97050   Required: 38 hours
Training: 2023-10-29 01:40:01,464-Speed 1130.16 samples/sec   Loss 9.8289   Epoch: 7   Global Step: 97100   Required: 38 hours
Training: 2023-10-29 01:40:18,530-Speed 1125.08 samples/sec   Loss 9.8270   Epoch: 7   Global Step: 97150   Required: 38 hours
Training: 2023-10-29 01:40:36,031-Speed 1097.15 samples/sec   Loss 9.8204   Epoch: 7   Global Step: 97200   Required: 38 hours
Training: 2023-10-29 01:40:52,976-Speed 1133.11 samples/sec   Loss 9.5521   Epoch: 7   Global Step: 97250   Required: 38 hours
Training: 2023-10-29 01:41:10,625-Speed 1087.97 samples/sec   Loss 9.5542   Epoch: 7   Global Step: 97300   Required: 38 hours
Training: 2023-10-29 01:41:27,863-Speed 1113.89 samples/sec   Loss 9.6093   Epoch: 7   Global Step: 97350   Required: 38 hours
Training: 2023-10-29 01:41:45,230-Speed 1105.62 samples/sec   Loss 9.4394   Epoch: 7   Global Step: 97400   Required: 38 hours
Training: 2023-10-29 01:42:02,514-Speed 1110.88 samples/sec   Loss 9.6812   Epoch: 7   Global Step: 97450   Required: 38 hours
Training: 2023-10-29 01:42:19,495-Speed 1130.78 samples/sec   Loss 9.6666   Epoch: 7   Global Step: 97500   Required: 38 hours
Training: 2023-10-29 01:42:36,595-Speed 1122.88 samples/sec   Loss 9.4212   Epoch: 7   Global Step: 97550   Required: 38 hours
Training: 2023-10-29 01:42:54,276-Speed 1085.95 samples/sec   Loss 9.4493   Epoch: 7   Global Step: 97600   Required: 38 hours
Training: 2023-10-29 01:43:11,533-Speed 1112.68 samples/sec   Loss 9.5812   Epoch: 7   Global Step: 97650   Required: 38 hours
Training: 2023-10-29 01:43:28,834-Speed 1109.81 samples/sec   Loss 9.6498   Epoch: 7   Global Step: 97700   Required: 38 hours
Training: 2023-10-29 01:43:46,199-Speed 1105.71 samples/sec   Loss 9.5691   Epoch: 7   Global Step: 97750   Required: 38 hours
Training: 2023-10-29 01:44:03,378-Speed 1117.74 samples/sec   Loss 9.3416   Epoch: 7   Global Step: 97800   Required: 38 hours
Training: 2023-10-29 01:44:20,381-Speed 1129.27 samples/sec   Loss 9.6356   Epoch: 7   Global Step: 97850   Required: 38 hours
Training: 2023-10-29 01:44:37,500-Speed 1121.65 samples/sec   Loss 9.2217   Epoch: 7   Global Step: 97900   Required: 38 hours
Training: 2023-10-29 01:44:54,951-Speed 1100.24 samples/sec   Loss 9.5221   Epoch: 7   Global Step: 97950   Required: 38 hours
Training: 2023-10-29 01:45:12,780-Speed 1077.01 samples/sec   Loss 9.3447   Epoch: 7   Global Step: 98000   Required: 38 hours
Training: 2023-10-29 01:45:30,008-Speed 1114.52 samples/sec   Loss 9.3795   Epoch: 7   Global Step: 98050   Required: 38 hours
Training: 2023-10-29 01:45:48,128-Speed 1059.65 samples/sec   Loss 9.3023   Epoch: 7   Global Step: 98100   Required: 38 hours
Training: 2023-10-29 01:46:05,128-Speed 1129.44 samples/sec   Loss 9.1371   Epoch: 7   Global Step: 98150   Required: 38 hours
Training: 2023-10-29 01:46:23,001-Speed 1074.32 samples/sec   Loss 9.4236   Epoch: 7   Global Step: 98200   Required: 38 hours
Training: 2023-10-29 01:46:40,124-Speed 1121.38 samples/sec   Loss 9.1341   Epoch: 7   Global Step: 98250   Required: 38 hours
Training: 2023-10-29 01:46:57,605-Speed 1098.38 samples/sec   Loss 9.2707   Epoch: 7   Global Step: 98300   Required: 38 hours
Training: 2023-10-29 01:47:15,188-Speed 1092.04 samples/sec   Loss 9.3151   Epoch: 7   Global Step: 98350   Required: 38 hours
Training: 2023-10-29 01:47:32,387-Speed 1116.40 samples/sec   Loss 9.0372   Epoch: 7   Global Step: 98400   Required: 38 hours
Training: 2023-10-29 01:47:48,745-Speed 1173.88 samples/sec   Loss 9.3057   Epoch: 7   Global Step: 98450   Required: 38 hours
Training: 2023-10-29 01:48:06,213-Speed 1099.16 samples/sec   Loss 9.3541   Epoch: 7   Global Step: 98500   Required: 38 hours
Training: 2023-10-29 01:48:23,651-Speed 1101.18 samples/sec   Loss 9.4218   Epoch: 7   Global Step: 98550   Required: 38 hours
Training: 2023-10-29 01:48:41,024-Speed 1105.22 samples/sec   Loss 9.2248   Epoch: 7   Global Step: 98600   Required: 38 hours
Training: 2023-10-29 01:48:58,280-Speed 1112.77 samples/sec   Loss 9.0472   Epoch: 7   Global Step: 98650   Required: 38 hours
Training: 2023-10-29 01:49:15,417-Speed 1120.42 samples/sec   Loss 9.2383   Epoch: 7   Global Step: 98700   Required: 38 hours
Training: 2023-10-29 01:49:32,695-Speed 1111.33 samples/sec   Loss 9.4573   Epoch: 7   Global Step: 98750   Required: 38 hours
Training: 2023-10-29 01:49:49,689-Speed 1129.89 samples/sec   Loss 9.1677   Epoch: 7   Global Step: 98800   Required: 37 hours
Training: 2023-10-29 01:50:06,912-Speed 1114.84 samples/sec   Loss 9.1258   Epoch: 7   Global Step: 98850   Required: 37 hours
Training: 2023-10-29 01:50:23,828-Speed 1135.05 samples/sec   Loss 9.0550   Epoch: 7   Global Step: 98900   Required: 37 hours
Training: 2023-10-29 01:50:41,068-Speed 1113.80 samples/sec   Loss 9.0108   Epoch: 7   Global Step: 98950   Required: 37 hours
Training: 2023-10-29 01:50:58,540-Speed 1098.96 samples/sec   Loss 8.9370   Epoch: 7   Global Step: 99000   Required: 37 hours
Training: 2023-10-29 01:51:15,595-Speed 1125.83 samples/sec   Loss 9.1798   Epoch: 7   Global Step: 99050   Required: 37 hours
Training: 2023-10-29 01:51:32,644-Speed 1126.20 samples/sec   Loss 9.1553   Epoch: 7   Global Step: 99100   Required: 37 hours
Training: 2023-10-29 01:51:49,774-Speed 1120.92 samples/sec   Loss 8.8286   Epoch: 7   Global Step: 99150   Required: 37 hours
Training: 2023-10-29 01:52:07,026-Speed 1112.94 samples/sec   Loss 9.1523   Epoch: 7   Global Step: 99200   Required: 37 hours
Training: 2023-10-29 01:52:24,174-Speed 1119.74 samples/sec   Loss 8.8990   Epoch: 7   Global Step: 99250   Required: 37 hours
Training: 2023-10-29 01:52:41,437-Speed 1112.27 samples/sec   Loss 8.8893   Epoch: 7   Global Step: 99300   Required: 37 hours
Training: 2023-10-29 01:52:58,695-Speed 1112.62 samples/sec   Loss 8.7702   Epoch: 7   Global Step: 99350   Required: 37 hours
Training: 2023-10-29 01:53:17,002-Speed 1048.88 samples/sec   Loss 8.8940   Epoch: 7   Global Step: 99400   Required: 37 hours
Training: 2023-10-29 01:53:34,427-Speed 1101.93 samples/sec   Loss 8.9532   Epoch: 7   Global Step: 99450   Required: 37 hours
Training: 2023-10-29 01:53:51,862-Speed 1101.27 samples/sec   Loss 8.6020   Epoch: 7   Global Step: 99500   Required: 37 hours
Training: 2023-10-29 01:54:09,266-Speed 1103.31 samples/sec   Loss 8.8233   Epoch: 7   Global Step: 99550   Required: 37 hours
Training: 2023-10-29 01:54:27,309-Speed 1064.15 samples/sec   Loss 9.0478   Epoch: 7   Global Step: 99600   Required: 37 hours
Training: 2023-10-29 01:54:44,595-Speed 1110.83 samples/sec   Loss 8.8319   Epoch: 7   Global Step: 99650   Required: 37 hours
Training: 2023-10-29 01:55:02,204-Speed 1090.38 samples/sec   Loss 8.6362   Epoch: 7   Global Step: 99700   Required: 37 hours
Training: 2023-10-29 01:55:19,791-Speed 1091.80 samples/sec   Loss 8.9044   Epoch: 7   Global Step: 99750   Required: 37 hours
Training: 2023-10-29 01:55:36,940-Speed 1119.66 samples/sec   Loss 8.7100   Epoch: 7   Global Step: 99800   Required: 37 hours
Training: 2023-10-29 01:55:54,318-Speed 1104.95 samples/sec   Loss 8.7969   Epoch: 7   Global Step: 99850   Required: 37 hours
Training: 2023-10-29 01:56:11,685-Speed 1105.60 samples/sec   Loss 8.7409   Epoch: 7   Global Step: 99900   Required: 37 hours
Training: 2023-10-29 01:56:29,287-Speed 1090.82 samples/sec   Loss 8.7941   Epoch: 7   Global Step: 99950   Required: 37 hours
Training: 2023-10-29 01:56:47,232-Speed 1070.05 samples/sec   Loss 8.7678   Epoch: 7   Global Step: 100000   Required: 37 hours
Training: 2023-10-29 01:57:04,426-Speed 1116.70 samples/sec   Loss 8.5976   Epoch: 7   Global Step: 100050   Required: 37 hours
Training: 2023-10-29 01:57:21,525-Speed 1122.95 samples/sec   Loss 8.6233   Epoch: 7   Global Step: 100100   Required: 37 hours
Training: 2023-10-29 01:57:38,778-Speed 1112.92 samples/sec   Loss 8.7863   Epoch: 7   Global Step: 100150   Required: 37 hours
Training: 2023-10-29 01:57:55,913-Speed 1120.62 samples/sec   Loss 8.7749   Epoch: 7   Global Step: 100200   Required: 37 hours
Training: 2023-10-29 01:58:13,389-Speed 1098.71 samples/sec   Loss 8.7792   Epoch: 7   Global Step: 100250   Required: 37 hours
Training: 2023-10-29 01:58:30,320-Speed 1134.11 samples/sec   Loss 8.8194   Epoch: 7   Global Step: 100300   Required: 37 hours
Training: 2023-10-29 01:58:47,363-Speed 1126.62 samples/sec   Loss 8.6039   Epoch: 7   Global Step: 100350   Required: 37 hours
Training: 2023-10-29 01:59:04,341-Speed 1130.93 samples/sec   Loss 8.7232   Epoch: 7   Global Step: 100400   Required: 37 hours
Training: 2023-10-29 01:59:22,109-Speed 1080.67 samples/sec   Loss 8.5778   Epoch: 7   Global Step: 100450   Required: 37 hours
Training: 2023-10-29 01:59:38,863-Speed 1146.12 samples/sec   Loss 8.7252   Epoch: 7   Global Step: 100500   Required: 37 hours
Training: 2023-10-29 01:59:55,863-Speed 1129.46 samples/sec   Loss 8.4613   Epoch: 7   Global Step: 100550   Required: 37 hours
Training: 2023-10-29 02:00:12,853-Speed 1130.15 samples/sec   Loss 8.5723   Epoch: 7   Global Step: 100600   Required: 37 hours
Training: 2023-10-29 02:00:29,968-Speed 1121.83 samples/sec   Loss 8.3649   Epoch: 7   Global Step: 100650   Required: 37 hours
Training: 2023-10-29 02:00:47,716-Speed 1081.89 samples/sec   Loss 8.5958   Epoch: 7   Global Step: 100700   Required: 37 hours
Training: 2023-10-29 02:01:05,264-Speed 1094.20 samples/sec   Loss 8.6623   Epoch: 7   Global Step: 100750   Required: 37 hours
Training: 2023-10-29 02:01:22,730-Speed 1099.39 samples/sec   Loss 8.6329   Epoch: 7   Global Step: 100800   Required: 37 hours
Training: 2023-10-29 02:01:40,201-Speed 1099.00 samples/sec   Loss 8.6538   Epoch: 7   Global Step: 100850   Required: 37 hours
Training: 2023-10-29 02:01:57,585-Speed 1104.55 samples/sec   Loss 8.6495   Epoch: 7   Global Step: 100900   Required: 37 hours
Training: 2023-10-29 02:02:14,906-Speed 1108.50 samples/sec   Loss 8.5183   Epoch: 7   Global Step: 100950   Required: 37 hours
Training: 2023-10-29 02:02:32,301-Speed 1103.89 samples/sec   Loss 8.6094   Epoch: 7   Global Step: 101000   Required: 37 hours
Training: 2023-10-29 02:02:49,503-Speed 1116.19 samples/sec   Loss 8.5220   Epoch: 7   Global Step: 101050   Required: 37 hours
Training: 2023-10-29 02:03:06,637-Speed 1120.65 samples/sec   Loss 8.5134   Epoch: 7   Global Step: 101100   Required: 37 hours
Training: 2023-10-29 02:03:24,178-Speed 1094.64 samples/sec   Loss 8.6843   Epoch: 7   Global Step: 101150   Required: 37 hours
Training: 2023-10-29 02:03:41,292-Speed 1121.95 samples/sec   Loss 8.5281   Epoch: 7   Global Step: 101200   Required: 37 hours
Training: 2023-10-29 02:03:58,529-Speed 1113.98 samples/sec   Loss 8.4555   Epoch: 7   Global Step: 101250   Required: 37 hours
Training: 2023-10-29 02:04:15,677-Speed 1119.71 samples/sec   Loss 8.4398   Epoch: 7   Global Step: 101300   Required: 37 hours
Training: 2023-10-29 02:04:33,029-Speed 1106.58 samples/sec   Loss 8.3928   Epoch: 7   Global Step: 101350   Required: 37 hours
Training: 2023-10-29 02:04:50,288-Speed 1112.55 samples/sec   Loss 8.6178   Epoch: 7   Global Step: 101400   Required: 37 hours
Training: 2023-10-29 02:05:08,014-Speed 1083.24 samples/sec   Loss 8.5818   Epoch: 7   Global Step: 101450   Required: 37 hours
Training: 2023-10-29 02:05:25,267-Speed 1112.88 samples/sec   Loss 8.6938   Epoch: 7   Global Step: 101500   Required: 37 hours
Training: 2023-10-29 02:05:42,172-Speed 1135.88 samples/sec   Loss 8.4059   Epoch: 7   Global Step: 101550   Required: 37 hours
Training: 2023-10-29 02:05:59,225-Speed 1125.99 samples/sec   Loss 8.3531   Epoch: 7   Global Step: 101600   Required: 37 hours
Training: 2023-10-29 02:06:16,284-Speed 1125.55 samples/sec   Loss 8.4553   Epoch: 7   Global Step: 101650   Required: 37 hours
Training: 2023-10-29 02:06:34,240-Speed 1069.33 samples/sec   Loss 8.4959   Epoch: 7   Global Step: 101700   Required: 37 hours
Training: 2023-10-29 02:06:51,528-Speed 1110.65 samples/sec   Loss 8.5472   Epoch: 7   Global Step: 101750   Required: 37 hours
Training: 2023-10-29 02:07:08,845-Speed 1108.79 samples/sec   Loss 8.2914   Epoch: 7   Global Step: 101800   Required: 37 hours
Training: 2023-10-29 02:07:26,307-Speed 1099.64 samples/sec   Loss 8.2229   Epoch: 7   Global Step: 101850   Required: 37 hours
Training: 2023-10-29 02:07:44,248-Speed 1070.20 samples/sec   Loss 8.4196   Epoch: 7   Global Step: 101900   Required: 37 hours
Training: 2023-10-29 02:08:02,117-Speed 1074.58 samples/sec   Loss 8.1790   Epoch: 7   Global Step: 101950   Required: 37 hours
Training: 2023-10-29 02:08:19,760-Speed 1088.33 samples/sec   Loss 8.3792   Epoch: 7   Global Step: 102000   Required: 37 hours
Training: 2023-10-29 02:08:37,457-Speed 1084.98 samples/sec   Loss 8.4256   Epoch: 7   Global Step: 102050   Required: 37 hours
Training: 2023-10-29 02:08:54,407-Speed 1132.79 samples/sec   Loss 8.5505   Epoch: 7   Global Step: 102100   Required: 37 hours
Training: 2023-10-29 02:09:11,739-Speed 1107.85 samples/sec   Loss 8.5050   Epoch: 7   Global Step: 102150   Required: 37 hours
Training: 2023-10-29 02:09:29,832-Speed 1061.25 samples/sec   Loss 8.4291   Epoch: 7   Global Step: 102200   Required: 37 hours
Training: 2023-10-29 02:09:47,713-Speed 1073.81 samples/sec   Loss 8.2774   Epoch: 7   Global Step: 102250   Required: 37 hours
Training: 2023-10-29 02:10:05,182-Speed 1099.16 samples/sec   Loss 8.3562   Epoch: 7   Global Step: 102300   Required: 37 hours
Training: 2023-10-29 02:10:56,311-[lfw][102348]XNorm: 7.245648
Training: 2023-10-29 02:10:56,311-[lfw][102348]Accuracy-Flip: 0.99667+-0.00316
Training: 2023-10-29 02:10:56,311-[lfw][102348]Accuracy-Highest: 0.99667
Training: 2023-10-29 02:11:29,252-[calfw][102348]XNorm: 7.213006
Training: 2023-10-29 02:11:29,252-[calfw][102348]Accuracy-Flip: 0.95150+-0.01214
Training: 2023-10-29 02:11:29,252-[calfw][102348]Accuracy-Highest: 0.95150
Training: 2023-10-29 02:12:02,196-[cplfw][102348]XNorm: 6.839082
Training: 2023-10-29 02:12:02,196-[cplfw][102348]Accuracy-Flip: 0.88800+-0.01730
Training: 2023-10-29 02:12:02,196-[cplfw][102348]Accuracy-Highest: 0.88850
Training: 2023-10-29 02:12:40,219-[cfp_fp][102348]XNorm: 6.728173
Training: 2023-10-29 02:12:40,219-[cfp_fp][102348]Accuracy-Flip: 0.95686+-0.01188
Training: 2023-10-29 02:12:40,219-[cfp_fp][102348]Accuracy-Highest: 0.95686
Training: 2023-10-29 02:13:13,010-[agedb_30][102348]XNorm: 7.038153
Training: 2023-10-29 02:13:13,011-[agedb_30][102348]Accuracy-Flip: 0.96067+-0.01073
Training: 2023-10-29 02:13:13,011-[agedb_30][102348]Accuracy-Highest: 0.96067
Training: 2023-10-29 02:13:13,501-Speed 101.96 samples/sec   Loss 8.4891   Epoch: 7   Global Step: 102350   Required: 37 hours
Training: 2023-10-29 02:13:30,729-Speed 1114.46 samples/sec   Loss 8.2125   Epoch: 7   Global Step: 102400   Required: 37 hours
Training: 2023-10-29 02:13:47,856-Speed 1121.13 samples/sec   Loss 8.1352   Epoch: 7   Global Step: 102450   Required: 37 hours
