Training: 2023-10-31 13:29:30,981-rank_id: 0
Training: 2023-10-31 21:49:53,680-Speed 1136.15 samples/sec   Loss 14.7454   Epoch: 5   Global Step: 80400   Required: 39 hours
Training: 2023-10-31 21:50:11,067-Speed 1104.35 samples/sec   Loss 14.7506   Epoch: 5   Global Step: 80450   Required: 39 hours
Training: 2023-10-31 21:50:28,011-Speed 1133.26 samples/sec   Loss 14.6181   Epoch: 5   Global Step: 80500   Required: 39 hours
Training: 2023-10-31 21:50:45,445-Speed 1101.35 samples/sec   Loss 14.7914   Epoch: 5   Global Step: 80550   Required: 39 hours
Training: 2023-10-31 21:51:02,225-Speed 1144.32 samples/sec   Loss 14.8345   Epoch: 5   Global Step: 80600   Required: 39 hours
Training: 2023-10-31 21:51:19,061-Speed 1140.47 samples/sec   Loss 14.6365   Epoch: 5   Global Step: 80650   Required: 39 hours
Training: 2023-10-31 21:51:36,121-Speed 1125.53 samples/sec   Loss 14.7558   Epoch: 5   Global Step: 80700   Required: 39 hours
Training: 2023-10-31 21:51:53,073-Speed 1132.70 samples/sec   Loss 14.7101   Epoch: 5   Global Step: 80750   Required: 39 hours
Training: 2023-10-31 21:52:09,997-Speed 1134.56 samples/sec   Loss 14.9930   Epoch: 5   Global Step: 80800   Required: 39 hours
Training: 2023-10-31 21:52:27,013-Speed 1128.44 samples/sec   Loss 14.7973   Epoch: 5   Global Step: 80850   Required: 39 hours
Training: 2023-10-31 21:52:43,670-Speed 1152.74 samples/sec   Loss 14.9720   Epoch: 5   Global Step: 80900   Required: 39 hours
Training: 2023-10-31 21:53:02,151-Speed 1038.99 samples/sec   Loss 14.5420   Epoch: 6   Global Step: 80950   Required: 39 hours
Training: 2023-10-31 21:53:19,056-Speed 1135.78 samples/sec   Loss 13.8249   Epoch: 6   Global Step: 81000   Required: 39 hours
Training: 2023-10-31 21:53:36,581-Speed 1095.66 samples/sec   Loss 13.8660   Epoch: 6   Global Step: 81050   Required: 39 hours
Training: 2023-10-31 21:53:53,416-Speed 1140.59 samples/sec   Loss 14.0416   Epoch: 6   Global Step: 81100   Required: 39 hours
Training: 2023-10-31 21:54:10,391-Speed 1131.09 samples/sec   Loss 13.8236   Epoch: 6   Global Step: 81150   Required: 39 hours
Training: 2023-10-31 21:54:27,689-Speed 1110.05 samples/sec   Loss 14.3627   Epoch: 6   Global Step: 81200   Required: 39 hours
Training: 2023-10-31 21:54:44,898-Speed 1115.72 samples/sec   Loss 14.3306   Epoch: 6   Global Step: 81250   Required: 39 hours
Training: 2023-10-31 21:55:02,366-Speed 1099.26 samples/sec   Loss 14.1579   Epoch: 6   Global Step: 81300   Required: 39 hours
Training: 2023-10-31 21:55:19,175-Speed 1142.30 samples/sec   Loss 14.4517   Epoch: 6   Global Step: 81350   Required: 39 hours
Training: 2023-10-31 21:55:35,776-Speed 1156.61 samples/sec   Loss 14.3318   Epoch: 6   Global Step: 81400   Required: 39 hours
Training: 2023-10-31 21:55:52,590-Speed 1142.02 samples/sec   Loss 14.2284   Epoch: 6   Global Step: 81450   Required: 39 hours
Training: 2023-10-31 21:56:09,882-Speed 1110.36 samples/sec   Loss 14.3431   Epoch: 6   Global Step: 81500   Required: 39 hours
Training: 2023-10-31 21:56:26,813-Speed 1134.12 samples/sec   Loss 14.1993   Epoch: 6   Global Step: 81550   Required: 39 hours
Training: 2023-10-31 21:56:43,914-Speed 1122.82 samples/sec   Loss 14.2662   Epoch: 6   Global Step: 81600   Required: 39 hours
Training: 2023-10-31 21:57:00,789-Speed 1137.87 samples/sec   Loss 14.3312   Epoch: 6   Global Step: 81650   Required: 39 hours
Training: 2023-10-31 21:57:17,810-Speed 1128.07 samples/sec   Loss 14.5481   Epoch: 6   Global Step: 81700   Required: 39 hours
Training: 2023-10-31 21:57:34,743-Speed 1133.93 samples/sec   Loss 14.2124   Epoch: 6   Global Step: 81750   Required: 39 hours
Training: 2023-10-31 21:57:51,845-Speed 1122.75 samples/sec   Loss 14.3086   Epoch: 6   Global Step: 81800   Required: 39 hours
Training: 2023-10-31 21:58:09,443-Speed 1091.15 samples/sec   Loss 14.4854   Epoch: 6   Global Step: 81850   Required: 39 hours
Training: 2023-10-31 21:58:27,115-Speed 1086.53 samples/sec   Loss 14.4421   Epoch: 6   Global Step: 81900   Required: 39 hours
Training: 2023-10-31 21:58:44,108-Speed 1129.93 samples/sec   Loss 14.5037   Epoch: 6   Global Step: 81950   Required: 39 hours
Training: 2023-10-31 21:59:00,863-Speed 1145.99 samples/sec   Loss 14.3439   Epoch: 6   Global Step: 82000   Required: 39 hours
Training: 2023-10-31 21:59:17,522-Speed 1152.58 samples/sec   Loss 14.5756   Epoch: 6   Global Step: 82050   Required: 39 hours
Training: 2023-10-31 21:59:34,630-Speed 1122.38 samples/sec   Loss 14.6228   Epoch: 6   Global Step: 82100   Required: 39 hours
Training: 2023-10-31 21:59:51,547-Speed 1135.00 samples/sec   Loss 14.6201   Epoch: 6   Global Step: 82150   Required: 39 hours
Training: 2023-10-31 22:00:08,216-Speed 1151.94 samples/sec   Loss 14.5459   Epoch: 6   Global Step: 82200   Required: 39 hours
Training: 2023-10-31 22:00:25,200-Speed 1130.56 samples/sec   Loss 14.6595   Epoch: 6   Global Step: 82250   Required: 39 hours
Training: 2023-10-31 22:00:42,105-Speed 1135.79 samples/sec   Loss 14.4926   Epoch: 6   Global Step: 82300   Required: 39 hours
Training: 2023-10-31 22:00:59,104-Speed 1129.58 samples/sec   Loss 14.6088   Epoch: 6   Global Step: 82350   Required: 39 hours
Training: 2023-10-31 22:01:15,999-Speed 1136.53 samples/sec   Loss 14.6889   Epoch: 6   Global Step: 82400   Required: 39 hours
Training: 2023-10-31 22:01:32,787-Speed 1143.73 samples/sec   Loss 14.7558   Epoch: 6   Global Step: 82450   Required: 39 hours
Training: 2023-10-31 22:01:49,944-Speed 1119.14 samples/sec   Loss 14.4916   Epoch: 6   Global Step: 82500   Required: 39 hours
Training: 2023-10-31 22:02:07,068-Speed 1121.26 samples/sec   Loss 14.7299   Epoch: 6   Global Step: 82550   Required: 39 hours
Training: 2023-10-31 22:02:23,890-Speed 1141.44 samples/sec   Loss 14.7988   Epoch: 6   Global Step: 82600   Required: 39 hours
Training: 2023-10-31 22:02:40,886-Speed 1129.73 samples/sec   Loss 14.4167   Epoch: 6   Global Step: 82650   Required: 39 hours
Training: 2023-10-31 22:02:57,778-Speed 1136.76 samples/sec   Loss 14.7297   Epoch: 6   Global Step: 82700   Required: 39 hours
Training: 2023-10-31 22:03:14,655-Speed 1137.70 samples/sec   Loss 14.6972   Epoch: 6   Global Step: 82750   Required: 39 hours
Training: 2023-10-31 22:03:31,522-Speed 1138.42 samples/sec   Loss 14.5516   Epoch: 6   Global Step: 82800   Required: 39 hours
Training: 2023-10-31 22:03:48,399-Speed 1137.69 samples/sec   Loss 14.5732   Epoch: 6   Global Step: 82850   Required: 39 hours
Training: 2023-10-31 22:04:05,319-Speed 1134.86 samples/sec   Loss 14.6021   Epoch: 6   Global Step: 82900   Required: 39 hours
Training: 2023-10-31 22:04:22,161-Speed 1140.06 samples/sec   Loss 14.5613   Epoch: 6   Global Step: 82950   Required: 39 hours
Training: 2023-10-31 22:04:39,112-Speed 1132.79 samples/sec   Loss 14.8014   Epoch: 6   Global Step: 83000   Required: 39 hours
Training: 2023-10-31 22:04:57,470-Speed 1045.89 samples/sec   Loss 14.5988   Epoch: 6   Global Step: 83050   Required: 39 hours
Training: 2023-10-31 22:05:14,397-Speed 1134.34 samples/sec   Loss 14.7697   Epoch: 6   Global Step: 83100   Required: 39 hours
Training: 2023-10-31 22:05:31,170-Speed 1144.78 samples/sec   Loss 14.7080   Epoch: 6   Global Step: 83150   Required: 39 hours
Training: 2023-10-31 22:05:48,223-Speed 1125.98 samples/sec   Loss 14.4735   Epoch: 6   Global Step: 83200   Required: 39 hours
Training: 2023-10-31 22:06:05,077-Speed 1139.32 samples/sec   Loss 14.8032   Epoch: 6   Global Step: 83250   Required: 39 hours
Training: 2023-10-31 22:06:21,910-Speed 1140.69 samples/sec   Loss 14.5088   Epoch: 6   Global Step: 83300   Required: 39 hours
Training: 2023-10-31 22:06:39,152-Speed 1113.61 samples/sec   Loss 15.0365   Epoch: 6   Global Step: 83350   Required: 39 hours
Training: 2023-10-31 22:06:56,059-Speed 1135.68 samples/sec   Loss 14.6375   Epoch: 6   Global Step: 83400   Required: 39 hours
Training: 2023-10-31 22:07:12,800-Speed 1146.99 samples/sec   Loss 14.7388   Epoch: 6   Global Step: 83450   Required: 39 hours
Training: 2023-10-31 22:07:29,702-Speed 1135.98 samples/sec   Loss 14.6292   Epoch: 6   Global Step: 83500   Required: 39 hours
Training: 2023-10-31 22:07:46,507-Speed 1142.65 samples/sec   Loss 14.8391   Epoch: 6   Global Step: 83550   Required: 39 hours
Training: 2023-10-31 22:08:03,684-Speed 1117.82 samples/sec   Loss 14.7831   Epoch: 6   Global Step: 83600   Required: 39 hours
Training: 2023-10-31 22:08:20,533-Speed 1139.60 samples/sec   Loss 14.7412   Epoch: 6   Global Step: 83650   Required: 39 hours
Training: 2023-10-31 22:08:37,830-Speed 1110.11 samples/sec   Loss 14.7443   Epoch: 6   Global Step: 83700   Required: 39 hours
Training: 2023-10-31 22:08:54,726-Speed 1136.45 samples/sec   Loss 14.5751   Epoch: 6   Global Step: 83750   Required: 39 hours
Training: 2023-10-31 22:09:12,086-Speed 1106.00 samples/sec   Loss 14.4573   Epoch: 6   Global Step: 83800   Required: 38 hours
Training: 2023-10-31 22:09:28,827-Speed 1147.00 samples/sec   Loss 14.6014   Epoch: 6   Global Step: 83850   Required: 38 hours
Training: 2023-10-31 22:09:45,492-Speed 1152.19 samples/sec   Loss 14.5831   Epoch: 6   Global Step: 83900   Required: 38 hours
Training: 2023-10-31 22:10:02,280-Speed 1143.77 samples/sec   Loss 14.7554   Epoch: 6   Global Step: 83950   Required: 38 hours
Training: 2023-10-31 22:10:19,063-Speed 1144.08 samples/sec   Loss 14.7185   Epoch: 6   Global Step: 84000   Required: 38 hours
Training: 2023-10-31 22:10:36,359-Speed 1110.19 samples/sec   Loss 14.8121   Epoch: 6   Global Step: 84050   Required: 38 hours
Training: 2023-10-31 22:10:53,251-Speed 1136.69 samples/sec   Loss 14.6666   Epoch: 6   Global Step: 84100   Required: 38 hours
Training: 2023-10-31 22:11:10,200-Speed 1132.88 samples/sec   Loss 14.5586   Epoch: 6   Global Step: 84150   Required: 38 hours
Training: 2023-10-31 22:11:27,577-Speed 1104.97 samples/sec   Loss 14.6592   Epoch: 6   Global Step: 84200   Required: 38 hours
Training: 2023-10-31 22:11:44,580-Speed 1129.28 samples/sec   Loss 14.6970   Epoch: 6   Global Step: 84250   Required: 38 hours
Training: 2023-10-31 22:12:01,753-Speed 1118.09 samples/sec   Loss 14.4952   Epoch: 6   Global Step: 84300   Required: 38 hours
Training: 2023-10-31 22:12:18,884-Speed 1120.86 samples/sec   Loss 14.6609   Epoch: 6   Global Step: 84350   Required: 38 hours
Training: 2023-10-31 22:12:35,873-Speed 1130.23 samples/sec   Loss 14.6226   Epoch: 6   Global Step: 84400   Required: 38 hours
Training: 2023-10-31 22:12:52,986-Speed 1122.05 samples/sec   Loss 14.6188   Epoch: 6   Global Step: 84450   Required: 38 hours
Training: 2023-10-31 22:13:09,665-Speed 1151.18 samples/sec   Loss 14.5452   Epoch: 6   Global Step: 84500   Required: 38 hours
Training: 2023-10-31 22:13:26,418-Speed 1146.14 samples/sec   Loss 14.6827   Epoch: 6   Global Step: 84550   Required: 38 hours
Training: 2023-10-31 22:13:43,893-Speed 1098.82 samples/sec   Loss 14.5513   Epoch: 6   Global Step: 84600   Required: 38 hours
Training: 2023-10-31 22:14:00,653-Speed 1145.63 samples/sec   Loss 14.8141   Epoch: 6   Global Step: 84650   Required: 38 hours
Training: 2023-10-31 22:14:17,602-Speed 1132.88 samples/sec   Loss 14.9732   Epoch: 6   Global Step: 84700   Required: 38 hours
Training: 2023-10-31 22:14:34,408-Speed 1142.50 samples/sec   Loss 14.4761   Epoch: 6   Global Step: 84750   Required: 38 hours
Training: 2023-10-31 22:14:51,861-Speed 1100.20 samples/sec   Loss 14.6717   Epoch: 6   Global Step: 84800   Required: 38 hours
Training: 2023-10-31 22:15:08,755-Speed 1136.54 samples/sec   Loss 14.9006   Epoch: 6   Global Step: 84850   Required: 38 hours
Training: 2023-10-31 22:15:25,738-Speed 1130.62 samples/sec   Loss 14.6151   Epoch: 6   Global Step: 84900   Required: 38 hours
Training: 2023-10-31 22:15:42,841-Speed 1122.71 samples/sec   Loss 14.7414   Epoch: 6   Global Step: 84950   Required: 38 hours
Training: 2023-10-31 22:15:59,939-Speed 1122.97 samples/sec   Loss 14.6815   Epoch: 6   Global Step: 85000   Required: 38 hours
Training: 2023-10-31 22:16:16,862-Speed 1134.66 samples/sec   Loss 14.5859   Epoch: 6   Global Step: 85050   Required: 38 hours
Training: 2023-10-31 22:16:34,075-Speed 1115.48 samples/sec   Loss 14.7256   Epoch: 6   Global Step: 85100   Required: 38 hours
Training: 2023-10-31 22:16:51,007-Speed 1133.99 samples/sec   Loss 14.7207   Epoch: 6   Global Step: 85150   Required: 38 hours
Training: 2023-10-31 22:17:08,026-Speed 1128.25 samples/sec   Loss 14.9518   Epoch: 6   Global Step: 85200   Required: 38 hours
Training: 2023-10-31 22:17:24,797-Speed 1144.94 samples/sec   Loss 14.7020   Epoch: 6   Global Step: 85250   Required: 38 hours
Training: 2023-10-31 22:18:12,935-[lfw][85290]XNorm: 8.563654
Training: 2023-10-31 22:18:12,935-[lfw][85290]Accuracy-Flip: 0.99233+-0.00490
Training: 2023-10-31 22:18:12,935-[lfw][85290]Accuracy-Highest: 0.99417
Training: 2023-10-31 22:18:45,116-[calfw][85290]XNorm: 8.552346
Training: 2023-10-31 22:18:45,116-[calfw][85290]Accuracy-Flip: 0.94033+-0.01038
Training: 2023-10-31 22:18:45,117-[calfw][85290]Accuracy-Highest: 0.94700
Training: 2023-10-31 22:19:17,256-[cplfw][85290]XNorm: 7.970813
Training: 2023-10-31 22:19:17,256-[cplfw][85290]Accuracy-Flip: 0.86217+-0.01772
Training: 2023-10-31 22:19:17,256-[cplfw][85290]Accuracy-Highest: 0.86550
Training: 2023-10-31 22:19:54,635-[cfp_fp][85290]XNorm: 7.937727
Training: 2023-10-31 22:19:54,635-[cfp_fp][85290]Accuracy-Flip: 0.92086+-0.00965
Training: 2023-10-31 22:19:54,636-[cfp_fp][85290]Accuracy-Highest: 0.92986
Training: 2023-10-31 22:20:28,794-[agedb_30][85290]XNorm: 8.310985
Training: 2023-10-31 22:20:28,794-[agedb_30][85290]Accuracy-Flip: 0.93817+-0.01037
Training: 2023-10-31 22:20:28,794-[agedb_30][85290]Accuracy-Highest: 0.94133
Training: 2023-10-31 22:20:31,977-Speed 102.58 samples/sec   Loss 14.7187   Epoch: 6   Global Step: 85300   Required: 38 hours
Training: 2023-10-31 22:20:49,445-Speed 1099.22 samples/sec   Loss 14.4660   Epoch: 6   Global Step: 85350   Required: 38 hours
Training: 2023-10-31 22:21:06,484-Speed 1126.91 samples/sec   Loss 14.6030   Epoch: 6   Global Step: 85400   Required: 38 hours
Training: 2023-10-31 22:21:23,647-Speed 1118.72 samples/sec   Loss 14.7128   Epoch: 6   Global Step: 85450   Required: 38 hours
Training: 2023-10-31 22:21:40,734-Speed 1123.76 samples/sec   Loss 14.6580   Epoch: 6   Global Step: 85500   Required: 38 hours
Training: 2023-10-31 22:21:58,189-Speed 1099.99 samples/sec   Loss 14.7137   Epoch: 6   Global Step: 85550   Required: 38 hours
Training: 2023-10-31 22:22:15,578-Speed 1104.21 samples/sec   Loss 14.6835   Epoch: 6   Global Step: 85600   Required: 38 hours
Training: 2023-10-31 22:22:33,147-Speed 1092.94 samples/sec   Loss 14.6906   Epoch: 6   Global Step: 85650   Required: 38 hours
Training: 2023-10-31 22:22:50,042-Speed 1136.48 samples/sec   Loss 14.7706   Epoch: 6   Global Step: 85700   Required: 38 hours
Training: 2023-10-31 22:23:06,850-Speed 1142.39 samples/sec   Loss 14.6153   Epoch: 6   Global Step: 85750   Required: 38 hours
Training: 2023-10-31 22:23:23,751-Speed 1136.08 samples/sec   Loss 14.7103   Epoch: 6   Global Step: 85800   Required: 38 hours
Training: 2023-10-31 22:23:40,753-Speed 1129.34 samples/sec   Loss 14.9720   Epoch: 6   Global Step: 85850   Required: 38 hours
Training: 2023-10-31 22:23:57,723-Speed 1131.47 samples/sec   Loss 14.5350   Epoch: 6   Global Step: 85900   Required: 38 hours
Training: 2023-10-31 22:24:14,542-Speed 1141.61 samples/sec   Loss 14.7072   Epoch: 6   Global Step: 85950   Required: 38 hours
Training: 2023-10-31 22:24:31,824-Speed 1111.08 samples/sec   Loss 14.8136   Epoch: 6   Global Step: 86000   Required: 38 hours
Training: 2023-10-31 22:24:49,034-Speed 1115.72 samples/sec   Loss 14.6816   Epoch: 6   Global Step: 86050   Required: 38 hours
Training: 2023-10-31 22:25:06,954-Speed 1071.45 samples/sec   Loss 14.6871   Epoch: 6   Global Step: 86100   Required: 38 hours
Training: 2023-10-31 22:25:24,174-Speed 1115.08 samples/sec   Loss 14.6192   Epoch: 6   Global Step: 86150   Required: 38 hours
Training: 2023-10-31 22:25:41,183-Speed 1128.85 samples/sec   Loss 14.7874   Epoch: 6   Global Step: 86200   Required: 38 hours
Training: 2023-10-31 22:25:57,945-Speed 1145.55 samples/sec   Loss 14.9482   Epoch: 6   Global Step: 86250   Required: 38 hours
Training: 2023-10-31 22:26:14,963-Speed 1128.29 samples/sec   Loss 14.6212   Epoch: 6   Global Step: 86300   Required: 38 hours
Training: 2023-10-31 22:26:32,010-Speed 1126.35 samples/sec   Loss 14.8835   Epoch: 6   Global Step: 86350   Required: 38 hours
Training: 2023-10-31 22:26:49,219-Speed 1115.78 samples/sec   Loss 14.9111   Epoch: 6   Global Step: 86400   Required: 38 hours
Training: 2023-10-31 22:27:06,157-Speed 1133.61 samples/sec   Loss 14.5947   Epoch: 6   Global Step: 86450   Required: 38 hours
Training: 2023-10-31 22:27:23,014-Speed 1139.07 samples/sec   Loss 14.6943   Epoch: 6   Global Step: 86500   Required: 38 hours
Training: 2023-10-31 22:27:40,496-Speed 1098.35 samples/sec   Loss 14.5952   Epoch: 6   Global Step: 86550   Required: 38 hours
Training: 2023-10-31 22:27:57,705-Speed 1115.74 samples/sec   Loss 14.9113   Epoch: 6   Global Step: 86600   Required: 38 hours
Training: 2023-10-31 22:28:14,327-Speed 1155.18 samples/sec   Loss 14.9284   Epoch: 6   Global Step: 86650   Required: 38 hours
Training: 2023-10-31 22:28:31,333-Speed 1129.03 samples/sec   Loss 14.3918   Epoch: 6   Global Step: 86700   Required: 38 hours
Training: 2023-10-31 22:28:48,069-Speed 1147.32 samples/sec   Loss 14.7589   Epoch: 6   Global Step: 86750   Required: 38 hours
Training: 2023-10-31 22:29:04,837-Speed 1145.15 samples/sec   Loss 14.6632   Epoch: 6   Global Step: 86800   Required: 38 hours
Training: 2023-10-31 22:29:21,871-Speed 1127.18 samples/sec   Loss 14.7019   Epoch: 6   Global Step: 86850   Required: 38 hours
Training: 2023-10-31 22:29:39,114-Speed 1113.59 samples/sec   Loss 14.5410   Epoch: 6   Global Step: 86900   Required: 38 hours
Training: 2023-10-31 22:29:56,309-Speed 1116.69 samples/sec   Loss 14.5715   Epoch: 6   Global Step: 86950   Required: 38 hours
Training: 2023-10-31 22:30:13,136-Speed 1141.05 samples/sec   Loss 14.5200   Epoch: 6   Global Step: 87000   Required: 38 hours
Training: 2023-10-31 22:30:29,856-Speed 1148.41 samples/sec   Loss 14.6435   Epoch: 6   Global Step: 87050   Required: 38 hours
Training: 2023-10-31 22:30:46,791-Speed 1133.87 samples/sec   Loss 14.9046   Epoch: 6   Global Step: 87100   Required: 38 hours
Training: 2023-10-31 22:31:03,777-Speed 1130.38 samples/sec   Loss 14.6034   Epoch: 6   Global Step: 87150   Required: 38 hours
Training: 2023-10-31 22:31:20,899-Speed 1121.47 samples/sec   Loss 14.7744   Epoch: 6   Global Step: 87200   Required: 38 hours
Training: 2023-10-31 22:31:37,646-Speed 1146.54 samples/sec   Loss 14.6687   Epoch: 6   Global Step: 87250   Required: 38 hours
Training: 2023-10-31 22:31:54,388-Speed 1146.91 samples/sec   Loss 14.7837   Epoch: 6   Global Step: 87300   Required: 38 hours
Training: 2023-10-31 22:32:11,918-Speed 1095.34 samples/sec   Loss 14.6931   Epoch: 6   Global Step: 87350   Required: 38 hours
Training: 2023-10-31 22:32:29,189-Speed 1111.79 samples/sec   Loss 14.8266   Epoch: 6   Global Step: 87400   Required: 38 hours
Training: 2023-10-31 22:32:46,974-Speed 1079.58 samples/sec   Loss 14.7316   Epoch: 6   Global Step: 87450   Required: 38 hours
Training: 2023-10-31 22:33:04,221-Speed 1113.28 samples/sec   Loss 14.7537   Epoch: 6   Global Step: 87500   Required: 38 hours
Training: 2023-10-31 22:33:21,038-Speed 1141.83 samples/sec   Loss 14.7251   Epoch: 6   Global Step: 87550   Required: 38 hours
Training: 2023-10-31 22:33:37,874-Speed 1140.48 samples/sec   Loss 14.7503   Epoch: 6   Global Step: 87600   Required: 38 hours
Training: 2023-10-31 22:33:54,669-Speed 1143.23 samples/sec   Loss 14.8880   Epoch: 6   Global Step: 87650   Required: 38 hours
Training: 2023-10-31 22:34:11,524-Speed 1139.24 samples/sec   Loss 14.8424   Epoch: 6   Global Step: 87700   Required: 38 hours
Training: 2023-10-31 22:34:28,463-Speed 1133.50 samples/sec   Loss 14.8808   Epoch: 6   Global Step: 87750   Required: 38 hours
Training: 2023-10-31 22:34:45,272-Speed 1142.34 samples/sec   Loss 14.5292   Epoch: 6   Global Step: 87800   Required: 38 hours
Training: 2023-10-31 22:35:02,063-Speed 1143.55 samples/sec   Loss 14.6578   Epoch: 6   Global Step: 87850   Required: 38 hours
Training: 2023-10-31 22:35:18,887-Speed 1141.30 samples/sec   Loss 14.9506   Epoch: 6   Global Step: 87900   Required: 38 hours
Training: 2023-10-31 22:35:36,267-Speed 1104.80 samples/sec   Loss 14.5715   Epoch: 6   Global Step: 87950   Required: 38 hours
Training: 2023-10-31 22:35:53,622-Speed 1106.39 samples/sec   Loss 14.7244   Epoch: 6   Global Step: 88000   Required: 38 hours
Training: 2023-10-31 22:36:10,993-Speed 1105.34 samples/sec   Loss 14.6780   Epoch: 6   Global Step: 88050   Required: 38 hours
Training: 2023-10-31 22:36:27,761-Speed 1145.16 samples/sec   Loss 14.8567   Epoch: 6   Global Step: 88100   Required: 38 hours
Training: 2023-10-31 22:36:44,542-Speed 1144.19 samples/sec   Loss 14.4820   Epoch: 6   Global Step: 88150   Required: 38 hours
Training: 2023-10-31 22:37:01,110-Speed 1158.95 samples/sec   Loss 14.6191   Epoch: 6   Global Step: 88200   Required: 38 hours
Training: 2023-10-31 22:37:17,797-Speed 1150.69 samples/sec   Loss 14.5055   Epoch: 6   Global Step: 88250   Required: 38 hours
Training: 2023-10-31 22:37:34,722-Speed 1134.49 samples/sec   Loss 14.6689   Epoch: 6   Global Step: 88300   Required: 38 hours
Training: 2023-10-31 22:37:51,649-Speed 1134.35 samples/sec   Loss 14.6328   Epoch: 6   Global Step: 88350   Required: 38 hours
Training: 2023-10-31 22:38:08,428-Speed 1144.35 samples/sec   Loss 14.8448   Epoch: 6   Global Step: 88400   Required: 38 hours
Training: 2023-10-31 22:38:25,103-Speed 1151.50 samples/sec   Loss 14.9962   Epoch: 6   Global Step: 88450   Required: 38 hours
Training: 2023-10-31 22:38:41,987-Speed 1137.26 samples/sec   Loss 14.8587   Epoch: 6   Global Step: 88500   Required: 38 hours
Training: 2023-10-31 22:38:58,794-Speed 1142.47 samples/sec   Loss 14.6866   Epoch: 6   Global Step: 88550   Required: 38 hours
Training: 2023-10-31 22:39:15,490-Speed 1150.02 samples/sec   Loss 14.5708   Epoch: 6   Global Step: 88600   Required: 38 hours
Training: 2023-10-31 22:39:32,497-Speed 1129.00 samples/sec   Loss 14.6080   Epoch: 6   Global Step: 88650   Required: 38 hours
Training: 2023-10-31 22:39:49,389-Speed 1136.67 samples/sec   Loss 14.6319   Epoch: 6   Global Step: 88700   Required: 38 hours
Training: 2023-10-31 22:40:06,486-Speed 1123.07 samples/sec   Loss 14.8075   Epoch: 6   Global Step: 88750   Required: 38 hours
Training: 2023-10-31 22:40:23,678-Speed 1116.88 samples/sec   Loss 14.8764   Epoch: 6   Global Step: 88800   Required: 38 hours
Training: 2023-10-31 22:40:40,583-Speed 1135.86 samples/sec   Loss 14.6543   Epoch: 6   Global Step: 88850   Required: 38 hours
Training: 2023-10-31 22:40:58,058-Speed 1098.78 samples/sec   Loss 14.8074   Epoch: 6   Global Step: 88900   Required: 38 hours
Training: 2023-10-31 22:41:15,363-Speed 1109.55 samples/sec   Loss 14.8721   Epoch: 6   Global Step: 88950   Required: 38 hours
Training: 2023-10-31 22:41:32,418-Speed 1125.84 samples/sec   Loss 14.9155   Epoch: 6   Global Step: 89000   Required: 38 hours
Training: 2023-10-31 22:41:50,708-Speed 1049.80 samples/sec   Loss 14.6205   Epoch: 6   Global Step: 89050   Required: 38 hours
Training: 2023-10-31 22:42:07,526-Speed 1141.76 samples/sec   Loss 14.6457   Epoch: 6   Global Step: 89100   Required: 38 hours
Training: 2023-10-31 22:42:24,377-Speed 1139.49 samples/sec   Loss 14.6852   Epoch: 6   Global Step: 89150   Required: 38 hours
Training: 2023-10-31 22:42:41,201-Speed 1141.25 samples/sec   Loss 14.6980   Epoch: 6   Global Step: 89200   Required: 38 hours
Training: 2023-10-31 22:42:58,181-Speed 1130.85 samples/sec   Loss 14.8286   Epoch: 6   Global Step: 89250   Required: 38 hours
Training: 2023-10-31 22:43:15,048-Speed 1138.39 samples/sec   Loss 14.7278   Epoch: 6   Global Step: 89300   Required: 38 hours
Training: 2023-10-31 22:43:31,883-Speed 1140.54 samples/sec   Loss 14.5394   Epoch: 6   Global Step: 89350   Required: 38 hours
Training: 2023-10-31 22:43:49,213-Speed 1107.95 samples/sec   Loss 14.7608   Epoch: 6   Global Step: 89400   Required: 38 hours
Training: 2023-10-31 22:44:06,202-Speed 1130.20 samples/sec   Loss 14.7231   Epoch: 6   Global Step: 89450   Required: 38 hours
Training: 2023-10-31 22:44:23,013-Speed 1142.22 samples/sec   Loss 14.5407   Epoch: 6   Global Step: 89500   Required: 38 hours
Training: 2023-10-31 22:44:39,963-Speed 1132.79 samples/sec   Loss 14.7832   Epoch: 6   Global Step: 89550   Required: 38 hours
Training: 2023-10-31 22:44:56,805-Speed 1140.11 samples/sec   Loss 14.8153   Epoch: 6   Global Step: 89600   Required: 38 hours
Training: 2023-10-31 22:45:13,609-Speed 1142.62 samples/sec   Loss 14.7310   Epoch: 6   Global Step: 89650   Required: 38 hours
Training: 2023-10-31 22:45:30,346-Speed 1147.25 samples/sec   Loss 14.7008   Epoch: 6   Global Step: 89700   Required: 38 hours
Training: 2023-10-31 22:45:47,162-Speed 1141.82 samples/sec   Loss 14.8075   Epoch: 6   Global Step: 89750   Required: 38 hours
Training: 2023-10-31 22:46:03,832-Speed 1151.90 samples/sec   Loss 14.9022   Epoch: 6   Global Step: 89800   Required: 38 hours
Training: 2023-10-31 22:46:20,664-Speed 1140.77 samples/sec   Loss 14.5488   Epoch: 6   Global Step: 89850   Required: 38 hours
Training: 2023-10-31 22:46:37,175-Speed 1162.92 samples/sec   Loss 14.7971   Epoch: 6   Global Step: 89900   Required: 38 hours
Training: 2023-10-31 22:46:54,324-Speed 1119.61 samples/sec   Loss 14.6160   Epoch: 6   Global Step: 89950   Required: 38 hours
