Training: 2023-10-23 16:26:59,925-rank_id: 0
Training: 2023-10-23 18:23:42,792-Speed 1133.27 samples/sec   Loss 20.1610   Epoch: 1   Global Step: 18450   Required: 45 hours
Training: 2023-10-23 18:23:59,733-Speed 1133.44 samples/sec   Loss 19.8393   Epoch: 1   Global Step: 18500   Required: 45 hours
Training: 2023-10-23 18:24:16,638-Speed 1135.83 samples/sec   Loss 19.7382   Epoch: 1   Global Step: 18550   Required: 45 hours
Training: 2023-10-23 18:24:33,585-Speed 1133.01 samples/sec   Loss 19.8942   Epoch: 1   Global Step: 18600   Required: 45 hours
Training: 2023-10-23 18:24:50,710-Speed 1121.24 samples/sec   Loss 19.6700   Epoch: 1   Global Step: 18650   Required: 45 hours
Training: 2023-10-23 18:25:07,521-Speed 1142.19 samples/sec   Loss 19.8916   Epoch: 1   Global Step: 18700   Required: 45 hours
Training: 2023-10-23 18:25:24,428-Speed 1135.62 samples/sec   Loss 19.8052   Epoch: 1   Global Step: 18750   Required: 45 hours
Training: 2023-10-23 18:25:41,271-Speed 1140.06 samples/sec   Loss 19.4824   Epoch: 1   Global Step: 18800   Required: 45 hours
Training: 2023-10-23 18:25:58,087-Speed 1141.78 samples/sec   Loss 19.7619   Epoch: 1   Global Step: 18850   Required: 45 hours
Training: 2023-10-23 18:26:15,289-Speed 1116.24 samples/sec   Loss 19.8911   Epoch: 1   Global Step: 18900   Required: 45 hours
Training: 2023-10-23 18:26:32,260-Speed 1131.41 samples/sec   Loss 19.7606   Epoch: 1   Global Step: 18950   Required: 45 hours
Training: 2023-10-23 18:26:49,267-Speed 1129.01 samples/sec   Loss 19.9759   Epoch: 1   Global Step: 19000   Required: 45 hours
Training: 2023-10-23 18:27:06,159-Speed 1136.73 samples/sec   Loss 19.9074   Epoch: 1   Global Step: 19050   Required: 45 hours
Training: 2023-10-23 18:27:23,038-Speed 1137.54 samples/sec   Loss 19.7534   Epoch: 1   Global Step: 19100   Required: 45 hours
Training: 2023-10-23 18:27:39,959-Speed 1134.74 samples/sec   Loss 19.5531   Epoch: 1   Global Step: 19150   Required: 45 hours
Training: 2023-10-23 18:27:56,494-Speed 1161.25 samples/sec   Loss 19.8103   Epoch: 1   Global Step: 19200   Required: 45 hours
Training: 2023-10-23 18:28:13,587-Speed 1123.33 samples/sec   Loss 19.7604   Epoch: 1   Global Step: 19250   Required: 45 hours
Training: 2023-10-23 18:28:30,313-Speed 1148.02 samples/sec   Loss 19.3243   Epoch: 1   Global Step: 19300   Required: 45 hours
Training: 2023-10-23 18:28:47,283-Speed 1131.46 samples/sec   Loss 19.7003   Epoch: 1   Global Step: 19350   Required: 45 hours
Training: 2023-10-23 18:29:04,283-Speed 1129.50 samples/sec   Loss 19.5003   Epoch: 1   Global Step: 19400   Required: 45 hours
Training: 2023-10-23 18:29:21,326-Speed 1126.63 samples/sec   Loss 19.5999   Epoch: 1   Global Step: 19450   Required: 45 hours
Training: 2023-10-23 18:29:38,001-Speed 1151.49 samples/sec   Loss 19.6209   Epoch: 1   Global Step: 19500   Required: 45 hours
Training: 2023-10-23 18:29:54,857-Speed 1139.18 samples/sec   Loss 19.5270   Epoch: 1   Global Step: 19550   Required: 45 hours
Training: 2023-10-23 18:30:11,780-Speed 1134.63 samples/sec   Loss 19.5266   Epoch: 1   Global Step: 19600   Required: 45 hours
Training: 2023-10-23 18:30:28,568-Speed 1143.72 samples/sec   Loss 19.5232   Epoch: 1   Global Step: 19650   Required: 45 hours
Training: 2023-10-23 18:30:45,459-Speed 1136.79 samples/sec   Loss 19.3872   Epoch: 1   Global Step: 19700   Required: 45 hours
Training: 2023-10-23 18:31:02,246-Speed 1143.79 samples/sec   Loss 19.4350   Epoch: 1   Global Step: 19750   Required: 45 hours
Training: 2023-10-23 18:31:19,053-Speed 1142.50 samples/sec   Loss 19.5407   Epoch: 1   Global Step: 19800   Required: 45 hours
Training: 2023-10-23 18:31:35,860-Speed 1142.43 samples/sec   Loss 19.4601   Epoch: 1   Global Step: 19850   Required: 45 hours
Training: 2023-10-23 18:31:52,542-Speed 1151.02 samples/sec   Loss 19.4666   Epoch: 1   Global Step: 19900   Required: 45 hours
Training: 2023-10-23 18:32:09,321-Speed 1144.32 samples/sec   Loss 19.5187   Epoch: 1   Global Step: 19950   Required: 45 hours
Training: 2023-10-23 18:32:26,155-Speed 1140.65 samples/sec   Loss 19.5118   Epoch: 1   Global Step: 20000   Required: 45 hours
Training: 2023-10-23 18:32:42,760-Speed 1156.33 samples/sec   Loss 19.4189   Epoch: 1   Global Step: 20050   Required: 45 hours
Training: 2023-10-23 18:32:59,624-Speed 1138.62 samples/sec   Loss 19.4440   Epoch: 1   Global Step: 20100   Required: 45 hours
Training: 2023-10-23 18:33:16,452-Speed 1141.01 samples/sec   Loss 19.4250   Epoch: 1   Global Step: 20150   Required: 45 hours
Training: 2023-10-23 18:33:33,590-Speed 1120.38 samples/sec   Loss 19.5963   Epoch: 1   Global Step: 20200   Required: 45 hours
Training: 2023-10-23 18:33:51,092-Speed 1097.09 samples/sec   Loss 19.3731   Epoch: 1   Global Step: 20250   Required: 45 hours
Training: 2023-10-23 18:34:08,413-Speed 1108.57 samples/sec   Loss 19.3976   Epoch: 1   Global Step: 20300   Required: 45 hours
Training: 2023-10-23 18:34:25,670-Speed 1112.65 samples/sec   Loss 19.4769   Epoch: 1   Global Step: 20350   Required: 45 hours
Training: 2023-10-23 18:34:42,824-Speed 1119.30 samples/sec   Loss 19.2322   Epoch: 1   Global Step: 20400   Required: 45 hours
Training: 2023-10-23 18:34:59,717-Speed 1136.64 samples/sec   Loss 19.3496   Epoch: 1   Global Step: 20450   Required: 45 hours
Training: 2023-10-23 18:35:17,075-Speed 1106.16 samples/sec   Loss 19.0332   Epoch: 1   Global Step: 20500   Required: 45 hours
Training: 2023-10-23 18:35:34,225-Speed 1119.60 samples/sec   Loss 19.1179   Epoch: 1   Global Step: 20550   Required: 45 hours
Training: 2023-10-23 18:35:51,313-Speed 1123.70 samples/sec   Loss 19.3448   Epoch: 1   Global Step: 20600   Required: 45 hours
Training: 2023-10-23 18:36:08,746-Speed 1101.42 samples/sec   Loss 19.3769   Epoch: 1   Global Step: 20650   Required: 45 hours
Training: 2023-10-23 18:36:25,932-Speed 1117.25 samples/sec   Loss 19.5403   Epoch: 1   Global Step: 20700   Required: 45 hours
Training: 2023-10-23 18:36:42,898-Speed 1131.70 samples/sec   Loss 19.2862   Epoch: 1   Global Step: 20750   Required: 45 hours
Training: 2023-10-23 18:36:59,943-Speed 1126.52 samples/sec   Loss 19.4228   Epoch: 1   Global Step: 20800   Required: 44 hours
Training: 2023-10-23 18:37:17,428-Speed 1098.14 samples/sec   Loss 19.3525   Epoch: 1   Global Step: 20850   Required: 44 hours
Training: 2023-10-23 18:37:34,430-Speed 1129.37 samples/sec   Loss 19.1146   Epoch: 1   Global Step: 20900   Required: 44 hours
Training: 2023-10-23 18:37:51,384-Speed 1132.58 samples/sec   Loss 19.4356   Epoch: 1   Global Step: 20950   Required: 44 hours
Training: 2023-10-23 18:38:08,571-Speed 1117.23 samples/sec   Loss 19.2133   Epoch: 1   Global Step: 21000   Required: 44 hours
Training: 2023-10-23 18:38:25,667-Speed 1123.11 samples/sec   Loss 19.1851   Epoch: 1   Global Step: 21050   Required: 44 hours
Training: 2023-10-23 18:38:42,927-Speed 1112.48 samples/sec   Loss 19.2969   Epoch: 1   Global Step: 21100   Required: 44 hours
Training: 2023-10-23 18:39:00,319-Speed 1104.07 samples/sec   Loss 19.3789   Epoch: 1   Global Step: 21150   Required: 44 hours
Training: 2023-10-23 18:39:17,489-Speed 1118.29 samples/sec   Loss 19.1387   Epoch: 1   Global Step: 21200   Required: 44 hours
Training: 2023-10-23 18:39:34,189-Speed 1149.74 samples/sec   Loss 19.2705   Epoch: 1   Global Step: 21250   Required: 44 hours
Training: 2023-10-23 18:39:50,836-Speed 1153.49 samples/sec   Loss 18.9202   Epoch: 1   Global Step: 21300   Required: 44 hours
Training: 2023-10-23 18:40:07,935-Speed 1123.00 samples/sec   Loss 19.0959   Epoch: 1   Global Step: 21350   Required: 44 hours
Training: 2023-10-23 18:40:24,969-Speed 1127.19 samples/sec   Loss 19.0942   Epoch: 1   Global Step: 21400   Required: 44 hours
Training: 2023-10-23 18:40:42,139-Speed 1118.36 samples/sec   Loss 19.2114   Epoch: 1   Global Step: 21450   Required: 44 hours
Training: 2023-10-23 18:40:59,245-Speed 1122.46 samples/sec   Loss 18.9008   Epoch: 1   Global Step: 21500   Required: 44 hours
Training: 2023-10-23 18:41:16,026-Speed 1144.21 samples/sec   Loss 19.1474   Epoch: 1   Global Step: 21550   Required: 44 hours
Training: 2023-10-23 18:41:32,827-Speed 1142.82 samples/sec   Loss 19.1880   Epoch: 1   Global Step: 21600   Required: 44 hours
Training: 2023-10-23 18:41:49,682-Speed 1139.22 samples/sec   Loss 18.9237   Epoch: 1   Global Step: 21650   Required: 44 hours
Training: 2023-10-23 18:42:06,556-Speed 1137.88 samples/sec   Loss 19.0666   Epoch: 1   Global Step: 21700   Required: 44 hours
Training: 2023-10-23 18:42:23,172-Speed 1155.58 samples/sec   Loss 19.1611   Epoch: 1   Global Step: 21750   Required: 44 hours
Training: 2023-10-23 18:42:39,903-Speed 1147.66 samples/sec   Loss 18.8989   Epoch: 1   Global Step: 21800   Required: 44 hours
Training: 2023-10-23 18:42:56,839-Speed 1133.73 samples/sec   Loss 18.9227   Epoch: 1   Global Step: 21850   Required: 44 hours
Training: 2023-10-23 18:43:14,125-Speed 1110.78 samples/sec   Loss 19.2922   Epoch: 1   Global Step: 21900   Required: 44 hours
Training: 2023-10-23 18:43:31,398-Speed 1111.68 samples/sec   Loss 19.0843   Epoch: 1   Global Step: 21950   Required: 44 hours
Training: 2023-10-23 18:43:48,338-Speed 1133.50 samples/sec   Loss 19.2829   Epoch: 1   Global Step: 22000   Required: 44 hours
Training: 2023-10-23 18:44:05,465-Speed 1121.10 samples/sec   Loss 18.9817   Epoch: 1   Global Step: 22050   Required: 44 hours
Training: 2023-10-23 18:44:22,413-Speed 1132.97 samples/sec   Loss 18.8270   Epoch: 1   Global Step: 22100   Required: 44 hours
Training: 2023-10-23 18:44:39,231-Speed 1141.68 samples/sec   Loss 19.1189   Epoch: 1   Global Step: 22150   Required: 44 hours
Training: 2023-10-23 18:44:56,085-Speed 1139.25 samples/sec   Loss 19.1292   Epoch: 1   Global Step: 22200   Required: 44 hours
Training: 2023-10-23 18:45:12,658-Speed 1158.61 samples/sec   Loss 19.0824   Epoch: 1   Global Step: 22250   Required: 44 hours
Training: 2023-10-23 18:45:30,071-Speed 1102.68 samples/sec   Loss 18.8765   Epoch: 1   Global Step: 22300   Required: 44 hours
Training: 2023-10-23 18:45:47,195-Speed 1121.34 samples/sec   Loss 19.0833   Epoch: 1   Global Step: 22350   Required: 44 hours
Training: 2023-10-23 18:46:03,683-Speed 1164.51 samples/sec   Loss 18.9903   Epoch: 1   Global Step: 22400   Required: 44 hours
Training: 2023-10-23 18:46:20,690-Speed 1129.07 samples/sec   Loss 19.0369   Epoch: 1   Global Step: 22450   Required: 44 hours
Training: 2023-10-23 18:46:37,586-Speed 1136.41 samples/sec   Loss 19.1136   Epoch: 1   Global Step: 22500   Required: 44 hours
Training: 2023-10-23 18:46:54,308-Speed 1148.32 samples/sec   Loss 19.0286   Epoch: 1   Global Step: 22550   Required: 44 hours
Training: 2023-10-23 18:47:10,941-Speed 1154.35 samples/sec   Loss 18.7944   Epoch: 1   Global Step: 22600   Required: 44 hours
Training: 2023-10-23 18:47:27,762-Speed 1141.53 samples/sec   Loss 19.0386   Epoch: 1   Global Step: 22650   Required: 44 hours
Training: 2023-10-23 18:47:45,116-Speed 1106.42 samples/sec   Loss 18.9211   Epoch: 1   Global Step: 22700   Required: 44 hours
Training: 2023-10-23 18:48:31,841-[lfw][22744]XNorm: 9.543230
Training: 2023-10-23 18:48:31,841-[lfw][22744]Accuracy-Flip: 0.98750+-0.00583
Training: 2023-10-23 18:48:31,841-[lfw][22744]Accuracy-Highest: 0.98750
Training: 2023-10-23 18:48:59,510-[calfw][22744]XNorm: 9.613758
Training: 2023-10-23 18:48:59,510-[calfw][22744]Accuracy-Flip: 0.92850+-0.01172
Training: 2023-10-23 18:48:59,510-[calfw][22744]Accuracy-Highest: 0.92850
Training: 2023-10-23 18:49:26,916-[cplfw][22744]XNorm: 8.741726
Training: 2023-10-23 18:49:26,917-[cplfw][22744]Accuracy-Flip: 0.82417+-0.02246
Training: 2023-10-23 18:49:26,917-[cplfw][22744]Accuracy-Highest: 0.82417
Training: 2023-10-23 18:49:59,702-[cfp_fp][22744]XNorm: 8.684857
Training: 2023-10-23 18:49:59,702-[cfp_fp][22744]Accuracy-Flip: 0.89614+-0.02095
Training: 2023-10-23 18:49:59,703-[cfp_fp][22744]Accuracy-Highest: 0.89614
Training: 2023-10-23 18:50:27,122-[agedb_30][22744]XNorm: 9.199311
Training: 2023-10-23 18:50:27,122-[agedb_30][22744]Accuracy-Flip: 0.90600+-0.01606
Training: 2023-10-23 18:50:27,122-[agedb_30][22744]Accuracy-Highest: 0.90600
Training: 2023-10-23 18:50:29,016-Speed 117.15 samples/sec   Loss 18.7833   Epoch: 1   Global Step: 22750   Required: 45 hours
Training: 2023-10-23 18:50:46,412-Speed 1103.74 samples/sec   Loss 18.9563   Epoch: 1   Global Step: 22800   Required: 45 hours
Training: 2023-10-23 18:51:03,843-Speed 1101.59 samples/sec   Loss 19.1430   Epoch: 1   Global Step: 22850   Required: 45 hours
Training: 2023-10-23 18:51:20,972-Speed 1120.97 samples/sec   Loss 18.7036   Epoch: 1   Global Step: 22900   Required: 45 hours
Training: 2023-10-23 18:51:38,114-Speed 1120.05 samples/sec   Loss 18.8777   Epoch: 1   Global Step: 22950   Required: 45 hours
Training: 2023-10-23 18:51:55,271-Speed 1119.16 samples/sec   Loss 18.8139   Epoch: 1   Global Step: 23000   Required: 45 hours
Training: 2023-10-23 18:52:12,376-Speed 1122.53 samples/sec   Loss 19.0657   Epoch: 1   Global Step: 23050   Required: 45 hours
Training: 2023-10-23 18:52:29,489-Speed 1122.05 samples/sec   Loss 18.9291   Epoch: 1   Global Step: 23100   Required: 45 hours
Training: 2023-10-23 18:52:46,713-Speed 1114.80 samples/sec   Loss 18.8990   Epoch: 1   Global Step: 23150   Required: 45 hours
Training: 2023-10-23 18:53:04,066-Speed 1106.51 samples/sec   Loss 18.7336   Epoch: 1   Global Step: 23200   Required: 45 hours
Training: 2023-10-23 18:53:21,408-Speed 1107.21 samples/sec   Loss 18.8338   Epoch: 1   Global Step: 23250   Required: 45 hours
Training: 2023-10-23 18:53:38,483-Speed 1124.51 samples/sec   Loss 18.9546   Epoch: 1   Global Step: 23300   Required: 45 hours
Training: 2023-10-23 18:53:55,463-Speed 1130.79 samples/sec   Loss 19.0186   Epoch: 1   Global Step: 23350   Required: 45 hours
Training: 2023-10-23 18:54:12,400-Speed 1133.70 samples/sec   Loss 18.7783   Epoch: 1   Global Step: 23400   Required: 45 hours
Training: 2023-10-23 18:54:29,814-Speed 1102.60 samples/sec   Loss 18.7393   Epoch: 1   Global Step: 23450   Required: 45 hours
Training: 2023-10-23 18:54:47,013-Speed 1116.41 samples/sec   Loss 18.8078   Epoch: 1   Global Step: 23500   Required: 45 hours
Training: 2023-10-23 18:55:04,119-Speed 1122.52 samples/sec   Loss 18.6950   Epoch: 1   Global Step: 23550   Required: 45 hours
Training: 2023-10-23 18:55:21,448-Speed 1107.98 samples/sec   Loss 18.9444   Epoch: 1   Global Step: 23600   Required: 45 hours
Training: 2023-10-23 18:55:38,713-Speed 1112.21 samples/sec   Loss 18.7869   Epoch: 1   Global Step: 23650   Required: 45 hours
Training: 2023-10-23 18:55:55,780-Speed 1125.01 samples/sec   Loss 18.6422   Epoch: 1   Global Step: 23700   Required: 45 hours
Training: 2023-10-23 18:56:13,249-Speed 1099.17 samples/sec   Loss 18.6753   Epoch: 1   Global Step: 23750   Required: 45 hours
Training: 2023-10-23 18:56:30,221-Speed 1131.33 samples/sec   Loss 18.7215   Epoch: 1   Global Step: 23800   Required: 45 hours
Training: 2023-10-23 18:56:47,293-Speed 1124.71 samples/sec   Loss 18.7943   Epoch: 1   Global Step: 23850   Required: 45 hours
Training: 2023-10-23 18:57:04,693-Speed 1103.49 samples/sec   Loss 18.7319   Epoch: 1   Global Step: 23900   Required: 45 hours
Training: 2023-10-23 18:57:22,127-Speed 1101.38 samples/sec   Loss 18.7786   Epoch: 1   Global Step: 23950   Required: 45 hours
Training: 2023-10-23 18:57:39,032-Speed 1135.81 samples/sec   Loss 18.7114   Epoch: 1   Global Step: 24000   Required: 45 hours
Training: 2023-10-23 18:57:55,925-Speed 1136.63 samples/sec   Loss 18.4789   Epoch: 1   Global Step: 24050   Required: 44 hours
Training: 2023-10-23 18:58:12,899-Speed 1131.19 samples/sec   Loss 18.9902   Epoch: 1   Global Step: 24100   Required: 44 hours
Training: 2023-10-23 18:58:30,137-Speed 1113.87 samples/sec   Loss 18.9067   Epoch: 1   Global Step: 24150   Required: 44 hours
Training: 2023-10-23 18:58:47,386-Speed 1113.19 samples/sec   Loss 18.7550   Epoch: 1   Global Step: 24200   Required: 44 hours
Training: 2023-10-23 18:59:04,499-Speed 1122.04 samples/sec   Loss 18.7737   Epoch: 1   Global Step: 24250   Required: 44 hours
Training: 2023-10-23 18:59:21,721-Speed 1114.96 samples/sec   Loss 18.3685   Epoch: 1   Global Step: 24300   Required: 44 hours
Training: 2023-10-23 18:59:38,791-Speed 1124.84 samples/sec   Loss 18.9619   Epoch: 1   Global Step: 24350   Required: 44 hours
Training: 2023-10-23 18:59:55,833-Speed 1126.71 samples/sec   Loss 18.8289   Epoch: 1   Global Step: 24400   Required: 44 hours
Training: 2023-10-23 19:00:12,894-Speed 1125.38 samples/sec   Loss 18.6086   Epoch: 1   Global Step: 24450   Required: 44 hours
Training: 2023-10-23 19:00:30,080-Speed 1117.30 samples/sec   Loss 18.7310   Epoch: 1   Global Step: 24500   Required: 44 hours
Training: 2023-10-23 19:00:47,151-Speed 1124.79 samples/sec   Loss 18.4294   Epoch: 1   Global Step: 24550   Required: 44 hours
Training: 2023-10-23 19:01:04,127-Speed 1131.05 samples/sec   Loss 18.5508   Epoch: 1   Global Step: 24600   Required: 44 hours
Training: 2023-10-23 19:01:21,105-Speed 1130.94 samples/sec   Loss 18.6495   Epoch: 1   Global Step: 24650   Required: 44 hours
Training: 2023-10-23 19:01:37,938-Speed 1140.63 samples/sec   Loss 18.5963   Epoch: 1   Global Step: 24700   Required: 44 hours
Training: 2023-10-23 19:01:55,050-Speed 1122.10 samples/sec   Loss 18.6612   Epoch: 1   Global Step: 24750   Required: 44 hours
Training: 2023-10-23 19:02:12,298-Speed 1113.25 samples/sec   Loss 18.6407   Epoch: 1   Global Step: 24800   Required: 44 hours
Training: 2023-10-23 19:02:29,554-Speed 1112.67 samples/sec   Loss 18.6320   Epoch: 1   Global Step: 24850   Required: 44 hours
Training: 2023-10-23 19:02:46,564-Speed 1128.86 samples/sec   Loss 18.6540   Epoch: 1   Global Step: 24900   Required: 44 hours
Training: 2023-10-23 19:03:03,982-Speed 1102.36 samples/sec   Loss 18.7388   Epoch: 1   Global Step: 24950   Required: 44 hours
Training: 2023-10-23 19:03:21,359-Speed 1104.99 samples/sec   Loss 18.5099   Epoch: 1   Global Step: 25000   Required: 44 hours
Training: 2023-10-23 19:03:38,266-Speed 1135.67 samples/sec   Loss 18.7533   Epoch: 1   Global Step: 25050   Required: 44 hours
Training: 2023-10-23 19:03:55,506-Speed 1113.76 samples/sec   Loss 18.5648   Epoch: 1   Global Step: 25100   Required: 44 hours
Training: 2023-10-23 19:04:12,619-Speed 1122.03 samples/sec   Loss 18.5772   Epoch: 1   Global Step: 25150   Required: 44 hours
Training: 2023-10-23 19:04:29,518-Speed 1136.23 samples/sec   Loss 18.6372   Epoch: 1   Global Step: 25200   Required: 44 hours
Training: 2023-10-23 19:04:46,493-Speed 1131.09 samples/sec   Loss 18.7339   Epoch: 1   Global Step: 25250   Required: 44 hours
Training: 2023-10-23 19:05:03,535-Speed 1126.73 samples/sec   Loss 18.6895   Epoch: 1   Global Step: 25300   Required: 44 hours
Training: 2023-10-23 19:05:20,858-Speed 1108.42 samples/sec   Loss 18.5921   Epoch: 1   Global Step: 25350   Required: 44 hours
Training: 2023-10-23 19:05:38,323-Speed 1099.39 samples/sec   Loss 18.5734   Epoch: 1   Global Step: 25400   Required: 44 hours
Training: 2023-10-23 19:05:55,489-Speed 1118.57 samples/sec   Loss 18.4493   Epoch: 1   Global Step: 25450   Required: 44 hours
Training: 2023-10-23 19:06:12,719-Speed 1114.42 samples/sec   Loss 18.4769   Epoch: 1   Global Step: 25500   Required: 44 hours
Training: 2023-10-23 19:06:29,474-Speed 1145.94 samples/sec   Loss 18.4776   Epoch: 1   Global Step: 25550   Required: 44 hours
Training: 2023-10-23 19:06:46,722-Speed 1113.25 samples/sec   Loss 18.7831   Epoch: 1   Global Step: 25600   Required: 44 hours
Training: 2023-10-23 19:07:03,969-Speed 1113.35 samples/sec   Loss 18.4569   Epoch: 1   Global Step: 25650   Required: 44 hours
Training: 2023-10-23 19:07:21,232-Speed 1112.24 samples/sec   Loss 18.2655   Epoch: 1   Global Step: 25700   Required: 44 hours
Training: 2023-10-23 19:07:38,573-Speed 1107.26 samples/sec   Loss 18.5318   Epoch: 1   Global Step: 25750   Required: 44 hours
Training: 2023-10-23 19:07:55,806-Speed 1114.24 samples/sec   Loss 18.4997   Epoch: 1   Global Step: 25800   Required: 44 hours
Training: 2023-10-23 19:08:13,556-Speed 1081.76 samples/sec   Loss 18.5075   Epoch: 1   Global Step: 25850   Required: 44 hours
Training: 2023-10-23 19:08:30,776-Speed 1115.03 samples/sec   Loss 18.4770   Epoch: 1   Global Step: 25900   Required: 44 hours
Training: 2023-10-23 19:08:47,983-Speed 1115.86 samples/sec   Loss 18.4919   Epoch: 1   Global Step: 25950   Required: 44 hours
Training: 2023-10-23 19:09:04,917-Speed 1133.89 samples/sec   Loss 18.4975   Epoch: 1   Global Step: 26000   Required: 44 hours
Training: 2023-10-23 19:09:21,851-Speed 1133.88 samples/sec   Loss 18.4081   Epoch: 1   Global Step: 26050   Required: 44 hours
Training: 2023-10-23 19:09:39,102-Speed 1113.09 samples/sec   Loss 18.4516   Epoch: 1   Global Step: 26100   Required: 44 hours
Training: 2023-10-23 19:09:56,437-Speed 1107.63 samples/sec   Loss 18.4503   Epoch: 1   Global Step: 26150   Required: 44 hours
Training: 2023-10-23 19:10:13,701-Speed 1112.21 samples/sec   Loss 18.4176   Epoch: 1   Global Step: 26200   Required: 44 hours
Training: 2023-10-23 19:10:30,957-Speed 1112.68 samples/sec   Loss 18.4523   Epoch: 1   Global Step: 26250   Required: 44 hours
Training: 2023-10-23 19:10:48,667-Speed 1084.22 samples/sec   Loss 18.4532   Epoch: 1   Global Step: 26300   Required: 44 hours
Training: 2023-10-23 19:11:05,634-Speed 1131.69 samples/sec   Loss 18.1982   Epoch: 1   Global Step: 26350   Required: 44 hours
Training: 2023-10-23 19:11:22,576-Speed 1133.35 samples/sec   Loss 18.4231   Epoch: 1   Global Step: 26400   Required: 44 hours
Training: 2023-10-23 19:11:39,403-Speed 1141.10 samples/sec   Loss 18.1638   Epoch: 1   Global Step: 26450   Required: 44 hours
Training: 2023-10-23 19:11:56,355-Speed 1132.63 samples/sec   Loss 18.3037   Epoch: 1   Global Step: 26500   Required: 44 hours
Training: 2023-10-23 19:12:13,282-Speed 1134.40 samples/sec   Loss 18.3507   Epoch: 1   Global Step: 26550   Required: 44 hours
Training: 2023-10-23 19:12:30,013-Speed 1147.58 samples/sec   Loss 18.2130   Epoch: 1   Global Step: 26600   Required: 44 hours
Training: 2023-10-23 19:12:47,000-Speed 1130.35 samples/sec   Loss 18.1254   Epoch: 1   Global Step: 26650   Required: 44 hours
Training: 2023-10-23 19:13:03,964-Speed 1131.89 samples/sec   Loss 18.3531   Epoch: 1   Global Step: 26700   Required: 44 hours
Training: 2023-10-23 19:13:21,608-Speed 1088.27 samples/sec   Loss 18.2947   Epoch: 1   Global Step: 26750   Required: 44 hours
Training: 2023-10-23 19:13:38,570-Speed 1132.03 samples/sec   Loss 18.5916   Epoch: 1   Global Step: 26800   Required: 44 hours
Training: 2023-10-23 19:13:56,029-Speed 1099.74 samples/sec   Loss 18.3876   Epoch: 1   Global Step: 26850   Required: 44 hours
Training: 2023-10-23 19:14:13,418-Speed 1104.24 samples/sec   Loss 18.6434   Epoch: 1   Global Step: 26900   Required: 44 hours
Training: 2023-10-23 19:14:30,165-Speed 1146.53 samples/sec   Loss 18.5671   Epoch: 1   Global Step: 26950   Required: 44 hours
Training: 2023-10-23 19:14:48,812-Speed 1029.68 samples/sec   Loss 17.5329   Epoch: 2   Global Step: 27000   Required: 44 hours
Training: 2023-10-23 19:15:05,635-Speed 1141.38 samples/sec   Loss 17.4285   Epoch: 2   Global Step: 27050   Required: 44 hours
Training: 2023-10-23 19:15:22,774-Speed 1120.34 samples/sec   Loss 17.2628   Epoch: 2   Global Step: 27100   Required: 44 hours
Training: 2023-10-23 19:15:39,625-Speed 1139.45 samples/sec   Loss 17.3647   Epoch: 2   Global Step: 27150   Required: 44 hours
Training: 2023-10-23 19:15:56,568-Speed 1133.24 samples/sec   Loss 17.3536   Epoch: 2   Global Step: 27200   Required: 44 hours
Training: 2023-10-23 19:16:13,282-Speed 1148.82 samples/sec   Loss 17.6896   Epoch: 2   Global Step: 27250   Required: 44 hours
Training: 2023-10-23 19:16:30,234-Speed 1132.70 samples/sec   Loss 17.6843   Epoch: 2   Global Step: 27300   Required: 44 hours
Training: 2023-10-23 19:16:47,164-Speed 1134.18 samples/sec   Loss 17.1599   Epoch: 2   Global Step: 27350   Required: 44 hours
Training: 2023-10-23 19:17:04,497-Speed 1107.76 samples/sec   Loss 17.5984   Epoch: 2   Global Step: 27400   Required: 44 hours
Training: 2023-10-23 19:17:21,741-Speed 1113.49 samples/sec   Loss 17.6438   Epoch: 2   Global Step: 27450   Required: 44 hours
Training: 2023-10-23 19:17:38,886-Speed 1119.96 samples/sec   Loss 17.5940   Epoch: 2   Global Step: 27500   Required: 44 hours
Training: 2023-10-23 19:17:56,020-Speed 1120.66 samples/sec   Loss 17.5117   Epoch: 2   Global Step: 27550   Required: 44 hours
Training: 2023-10-23 19:18:12,481-Speed 1166.46 samples/sec   Loss 17.9292   Epoch: 2   Global Step: 27600   Required: 44 hours
Training: 2023-10-23 19:18:29,361-Speed 1137.43 samples/sec   Loss 17.8747   Epoch: 2   Global Step: 27650   Required: 44 hours
Training: 2023-10-23 19:18:46,283-Speed 1134.71 samples/sec   Loss 17.6807   Epoch: 2   Global Step: 27700   Required: 44 hours
Training: 2023-10-23 19:19:03,475-Speed 1116.85 samples/sec   Loss 17.8137   Epoch: 2   Global Step: 27750   Required: 44 hours
Training: 2023-10-23 19:19:20,757-Speed 1111.08 samples/sec   Loss 17.8897   Epoch: 2   Global Step: 27800   Required: 44 hours
Training: 2023-10-23 19:19:37,658-Speed 1136.06 samples/sec   Loss 17.9160   Epoch: 2   Global Step: 27850   Required: 44 hours
Training: 2023-10-23 19:19:54,814-Speed 1119.18 samples/sec   Loss 17.5174   Epoch: 2   Global Step: 27900   Required: 44 hours
Training: 2023-10-23 19:20:12,310-Speed 1097.47 samples/sec   Loss 17.5633   Epoch: 2   Global Step: 27950   Required: 44 hours
Training: 2023-10-23 19:20:29,730-Speed 1102.28 samples/sec   Loss 17.8085   Epoch: 2   Global Step: 28000   Required: 44 hours
