Training: 2023-10-25 15:08:57,648-rank_id: 0
Training: 2023-10-25 18:21:56,078-[agedb_30][28430]Accuracy-Flip: 0.93333+-0.00863
Training: 2023-10-25 18:21:56,078-[agedb_30][28430]Accuracy-Highest: 0.93333
Training: 2023-10-25 18:22:02,971-Speed 96.86 samples/sec   Loss 14.9723   Epoch: 2   Global Step: 28450   Required: 46 hours
Training: 2023-10-25 18:22:19,984-Speed 1128.59 samples/sec   Loss 15.2332   Epoch: 2   Global Step: 28500   Required: 46 hours
Training: 2023-10-25 18:22:37,506-Speed 1095.80 samples/sec   Loss 15.2829   Epoch: 2   Global Step: 28550   Required: 46 hours
Training: 2023-10-25 18:22:54,585-Speed 1124.32 samples/sec   Loss 15.2645   Epoch: 2   Global Step: 28600   Required: 46 hours
Training: 2023-10-25 18:23:11,911-Speed 1108.21 samples/sec   Loss 15.1304   Epoch: 2   Global Step: 28650   Required: 46 hours
Training: 2023-10-25 18:23:29,967-Speed 1063.42 samples/sec   Loss 14.9667   Epoch: 2   Global Step: 28700   Required: 46 hours
Training: 2023-10-25 18:23:48,076-Speed 1060.36 samples/sec   Loss 15.0563   Epoch: 2   Global Step: 28750   Required: 46 hours
Training: 2023-10-25 18:24:05,327-Speed 1113.05 samples/sec   Loss 14.9458   Epoch: 2   Global Step: 28800   Required: 46 hours
Training: 2023-10-25 18:24:22,670-Speed 1107.12 samples/sec   Loss 15.2153   Epoch: 2   Global Step: 28850   Required: 46 hours
Training: 2023-10-25 18:24:40,002-Speed 1107.86 samples/sec   Loss 15.0719   Epoch: 2   Global Step: 28900   Required: 46 hours
Training: 2023-10-25 18:24:56,983-Speed 1130.73 samples/sec   Loss 14.9600   Epoch: 2   Global Step: 28950   Required: 46 hours
Training: 2023-10-25 18:25:14,632-Speed 1087.98 samples/sec   Loss 14.9556   Epoch: 2   Global Step: 29000   Required: 46 hours
Training: 2023-10-25 18:25:31,902-Speed 1111.77 samples/sec   Loss 15.1702   Epoch: 2   Global Step: 29050   Required: 46 hours
Training: 2023-10-25 18:25:49,586-Speed 1085.83 samples/sec   Loss 15.2021   Epoch: 2   Global Step: 29100   Required: 46 hours
Training: 2023-10-25 18:26:06,945-Speed 1106.12 samples/sec   Loss 14.9351   Epoch: 2   Global Step: 29150   Required: 46 hours
Training: 2023-10-25 18:26:24,398-Speed 1100.17 samples/sec   Loss 14.9459   Epoch: 2   Global Step: 29200   Required: 46 hours
Training: 2023-10-25 18:26:42,684-Speed 1050.03 samples/sec   Loss 15.3257   Epoch: 2   Global Step: 29250   Required: 46 hours
Training: 2023-10-25 18:27:00,419-Speed 1082.69 samples/sec   Loss 15.1823   Epoch: 2   Global Step: 29300   Required: 46 hours
Training: 2023-10-25 18:27:18,797-Speed 1044.77 samples/sec   Loss 15.0447   Epoch: 2   Global Step: 29350   Required: 46 hours
Training: 2023-10-25 18:27:36,663-Speed 1074.76 samples/sec   Loss 15.1566   Epoch: 2   Global Step: 29400   Required: 46 hours
Training: 2023-10-25 18:27:54,109-Speed 1100.61 samples/sec   Loss 15.2289   Epoch: 2   Global Step: 29450   Required: 46 hours
Training: 2023-10-25 18:28:11,979-Speed 1074.50 samples/sec   Loss 15.1071   Epoch: 2   Global Step: 29500   Required: 46 hours
Training: 2023-10-25 18:28:28,938-Speed 1132.24 samples/sec   Loss 14.8935   Epoch: 2   Global Step: 29550   Required: 46 hours
Training: 2023-10-25 18:28:46,267-Speed 1108.05 samples/sec   Loss 15.0913   Epoch: 2   Global Step: 29600   Required: 46 hours
Training: 2023-10-25 18:29:03,337-Speed 1124.88 samples/sec   Loss 14.9376   Epoch: 2   Global Step: 29650   Required: 46 hours
Training: 2023-10-25 18:29:20,601-Speed 1112.19 samples/sec   Loss 15.1226   Epoch: 2   Global Step: 29700   Required: 46 hours
Training: 2023-10-25 18:29:38,349-Speed 1081.92 samples/sec   Loss 14.7320   Epoch: 2   Global Step: 29750   Required: 46 hours
Training: 2023-10-25 18:29:55,974-Speed 1089.43 samples/sec   Loss 15.0196   Epoch: 2   Global Step: 29800   Required: 46 hours
Training: 2023-10-25 18:30:13,293-Speed 1108.66 samples/sec   Loss 15.2198   Epoch: 2   Global Step: 29850   Required: 46 hours
Training: 2023-10-25 18:30:30,942-Speed 1087.98 samples/sec   Loss 14.8684   Epoch: 2   Global Step: 29900   Required: 46 hours
Training: 2023-10-25 18:30:48,214-Speed 1111.66 samples/sec   Loss 14.9950   Epoch: 2   Global Step: 29950   Required: 46 hours
Training: 2023-10-25 18:31:05,622-Speed 1103.09 samples/sec   Loss 15.1078   Epoch: 2   Global Step: 30000   Required: 46 hours
Training: 2023-10-25 18:31:22,788-Speed 1118.55 samples/sec   Loss 14.9677   Epoch: 2   Global Step: 30050   Required: 46 hours
Training: 2023-10-25 18:31:40,122-Speed 1107.70 samples/sec   Loss 14.8787   Epoch: 2   Global Step: 30100   Required: 46 hours
Training: 2023-10-25 18:31:57,925-Speed 1078.54 samples/sec   Loss 14.7677   Epoch: 2   Global Step: 30150   Required: 46 hours
Training: 2023-10-25 18:32:15,204-Speed 1111.30 samples/sec   Loss 15.1207   Epoch: 2   Global Step: 30200   Required: 45 hours
Training: 2023-10-25 18:32:32,372-Speed 1118.42 samples/sec   Loss 15.0842   Epoch: 2   Global Step: 30250   Required: 45 hours
Training: 2023-10-25 18:32:49,781-Speed 1102.93 samples/sec   Loss 14.7953   Epoch: 2   Global Step: 30300   Required: 45 hours
Training: 2023-10-25 18:33:07,558-Speed 1080.10 samples/sec   Loss 15.0670   Epoch: 2   Global Step: 30350   Required: 45 hours
Training: 2023-10-25 18:33:25,354-Speed 1078.98 samples/sec   Loss 15.0506   Epoch: 2   Global Step: 30400   Required: 45 hours
Training: 2023-10-25 18:33:42,836-Speed 1098.37 samples/sec   Loss 14.8486   Epoch: 2   Global Step: 30450   Required: 45 hours
Training: 2023-10-25 18:34:00,170-Speed 1107.67 samples/sec   Loss 14.9099   Epoch: 2   Global Step: 30500   Required: 45 hours
Training: 2023-10-25 18:34:18,049-Speed 1073.98 samples/sec   Loss 15.0029   Epoch: 2   Global Step: 30550   Required: 45 hours
Training: 2023-10-25 18:34:35,419-Speed 1105.41 samples/sec   Loss 14.9032   Epoch: 2   Global Step: 30600   Required: 45 hours
Training: 2023-10-25 18:34:52,942-Speed 1095.78 samples/sec   Loss 15.0437   Epoch: 2   Global Step: 30650   Required: 45 hours
Training: 2023-10-25 18:35:10,341-Speed 1103.57 samples/sec   Loss 14.9144   Epoch: 2   Global Step: 30700   Required: 45 hours
Training: 2023-10-25 18:35:27,656-Speed 1108.93 samples/sec   Loss 14.9616   Epoch: 2   Global Step: 30750   Required: 45 hours
Training: 2023-10-25 18:35:45,130-Speed 1098.85 samples/sec   Loss 15.0677   Epoch: 2   Global Step: 30800   Required: 45 hours
Training: 2023-10-25 18:36:02,245-Speed 1121.96 samples/sec   Loss 14.8475   Epoch: 2   Global Step: 30850   Required: 45 hours
Training: 2023-10-25 18:36:19,601-Speed 1106.28 samples/sec   Loss 15.0871   Epoch: 2   Global Step: 30900   Required: 45 hours
Training: 2023-10-25 18:36:36,890-Speed 1110.62 samples/sec   Loss 14.9650   Epoch: 2   Global Step: 30950   Required: 45 hours
Training: 2023-10-25 18:36:54,505-Speed 1090.01 samples/sec   Loss 14.9009   Epoch: 2   Global Step: 31000   Required: 45 hours
Training: 2023-10-25 18:37:11,842-Speed 1107.53 samples/sec   Loss 15.0333   Epoch: 2   Global Step: 31050   Required: 45 hours
Training: 2023-10-25 18:37:29,011-Speed 1118.38 samples/sec   Loss 14.8285   Epoch: 2   Global Step: 31100   Required: 45 hours
Training: 2023-10-25 18:37:46,025-Speed 1128.56 samples/sec   Loss 14.7055   Epoch: 2   Global Step: 31150   Required: 45 hours
Training: 2023-10-25 18:38:03,862-Speed 1076.48 samples/sec   Loss 15.2484   Epoch: 2   Global Step: 31200   Required: 45 hours
Training: 2023-10-25 18:38:21,548-Speed 1085.65 samples/sec   Loss 14.8425   Epoch: 2   Global Step: 31250   Required: 45 hours
Training: 2023-10-25 18:38:39,236-Speed 1085.60 samples/sec   Loss 14.8339   Epoch: 2   Global Step: 31300   Required: 45 hours
Training: 2023-10-25 18:38:56,720-Speed 1098.18 samples/sec   Loss 15.0834   Epoch: 2   Global Step: 31350   Required: 45 hours
Training: 2023-10-25 18:39:14,038-Speed 1108.80 samples/sec   Loss 14.7476   Epoch: 2   Global Step: 31400   Required: 45 hours
Training: 2023-10-25 18:39:31,791-Speed 1081.52 samples/sec   Loss 14.8393   Epoch: 2   Global Step: 31450   Required: 45 hours
Training: 2023-10-25 18:39:48,960-Speed 1118.37 samples/sec   Loss 14.7322   Epoch: 2   Global Step: 31500   Required: 45 hours
Training: 2023-10-25 18:40:06,101-Speed 1120.20 samples/sec   Loss 14.9421   Epoch: 2   Global Step: 31550   Required: 45 hours
Training: 2023-10-25 18:40:24,256-Speed 1057.66 samples/sec   Loss 14.7753   Epoch: 2   Global Step: 31600   Required: 45 hours
Training: 2023-10-25 18:40:41,924-Speed 1086.80 samples/sec   Loss 14.7487   Epoch: 2   Global Step: 31650   Required: 45 hours
Training: 2023-10-25 18:40:59,059-Speed 1120.58 samples/sec   Loss 14.8322   Epoch: 2   Global Step: 31700   Required: 45 hours
Training: 2023-10-25 18:41:16,293-Speed 1114.15 samples/sec   Loss 14.8980   Epoch: 2   Global Step: 31750   Required: 45 hours
Training: 2023-10-25 18:41:33,652-Speed 1106.11 samples/sec   Loss 14.8050   Epoch: 2   Global Step: 31800   Required: 45 hours
Training: 2023-10-25 18:41:50,980-Speed 1108.09 samples/sec   Loss 14.9306   Epoch: 2   Global Step: 31850   Required: 45 hours
Training: 2023-10-25 18:42:07,976-Speed 1129.78 samples/sec   Loss 14.5180   Epoch: 2   Global Step: 31900   Required: 45 hours
Training: 2023-10-25 18:42:25,734-Speed 1081.26 samples/sec   Loss 14.9309   Epoch: 2   Global Step: 31950   Required: 45 hours
Training: 2023-10-25 18:42:43,657-Speed 1071.30 samples/sec   Loss 14.9255   Epoch: 2   Global Step: 32000   Required: 45 hours
Training: 2023-10-25 18:43:01,598-Speed 1070.23 samples/sec   Loss 14.9940   Epoch: 2   Global Step: 32050   Required: 45 hours
Training: 2023-10-25 18:43:18,674-Speed 1124.48 samples/sec   Loss 14.9648   Epoch: 2   Global Step: 32100   Required: 45 hours
Training: 2023-10-25 18:43:35,947-Speed 1111.58 samples/sec   Loss 14.7586   Epoch: 2   Global Step: 32150   Required: 45 hours
Training: 2023-10-25 18:43:53,284-Speed 1107.58 samples/sec   Loss 14.9237   Epoch: 2   Global Step: 32200   Required: 45 hours
Training: 2023-10-25 18:44:10,647-Speed 1105.87 samples/sec   Loss 14.8153   Epoch: 2   Global Step: 32250   Required: 45 hours
Training: 2023-10-25 18:44:28,060-Speed 1102.65 samples/sec   Loss 14.9807   Epoch: 2   Global Step: 32300   Required: 45 hours
Training: 2023-10-25 18:44:45,600-Speed 1094.69 samples/sec   Loss 15.0301   Epoch: 2   Global Step: 32350   Required: 45 hours
Training: 2023-10-25 18:45:03,644-Speed 1064.12 samples/sec   Loss 14.7910   Epoch: 2   Global Step: 32400   Required: 45 hours
Training: 2023-10-25 18:45:21,070-Speed 1101.90 samples/sec   Loss 14.7723   Epoch: 2   Global Step: 32450   Required: 45 hours
Training: 2023-10-25 18:45:38,715-Speed 1088.21 samples/sec   Loss 14.7635   Epoch: 2   Global Step: 32500   Required: 45 hours
Training: 2023-10-25 18:45:56,071-Speed 1106.35 samples/sec   Loss 14.5067   Epoch: 2   Global Step: 32550   Required: 45 hours
Training: 2023-10-25 18:46:13,235-Speed 1118.65 samples/sec   Loss 14.8093   Epoch: 2   Global Step: 32600   Required: 45 hours
Training: 2023-10-25 18:46:30,832-Speed 1091.17 samples/sec   Loss 15.0714   Epoch: 2   Global Step: 32650   Required: 45 hours
Training: 2023-10-25 18:46:48,399-Speed 1092.97 samples/sec   Loss 14.8483   Epoch: 2   Global Step: 32700   Required: 45 hours
Training: 2023-10-25 18:47:05,498-Speed 1123.03 samples/sec   Loss 14.8230   Epoch: 2   Global Step: 32750   Required: 45 hours
Training: 2023-10-25 18:47:23,075-Speed 1092.40 samples/sec   Loss 14.7730   Epoch: 2   Global Step: 32800   Required: 45 hours
Training: 2023-10-25 18:47:40,985-Speed 1072.05 samples/sec   Loss 14.9300   Epoch: 2   Global Step: 32850   Required: 45 hours
Training: 2023-10-25 18:47:58,330-Speed 1107.03 samples/sec   Loss 14.7797   Epoch: 2   Global Step: 32900   Required: 45 hours
Training: 2023-10-25 18:48:16,023-Speed 1085.26 samples/sec   Loss 14.5088   Epoch: 2   Global Step: 32950   Required: 45 hours
Training: 2023-10-25 18:48:33,744-Speed 1083.53 samples/sec   Loss 14.7709   Epoch: 2   Global Step: 33000   Required: 45 hours
Training: 2023-10-25 18:48:51,583-Speed 1076.33 samples/sec   Loss 14.7426   Epoch: 2   Global Step: 33050   Required: 45 hours
Training: 2023-10-25 18:49:09,228-Speed 1088.18 samples/sec   Loss 14.8462   Epoch: 2   Global Step: 33100   Required: 45 hours
Training: 2023-10-25 18:49:27,493-Speed 1051.23 samples/sec   Loss 14.7746   Epoch: 2   Global Step: 33150   Required: 45 hours
Training: 2023-10-25 18:49:46,319-Speed 1019.96 samples/sec   Loss 14.9181   Epoch: 2   Global Step: 33200   Required: 45 hours
Training: 2023-10-25 18:50:03,879-Speed 1093.42 samples/sec   Loss 14.7228   Epoch: 2   Global Step: 33250   Required: 45 hours
Training: 2023-10-25 18:50:21,478-Speed 1090.99 samples/sec   Loss 14.7663   Epoch: 2   Global Step: 33300   Required: 45 hours
Training: 2023-10-25 18:50:39,297-Speed 1077.60 samples/sec   Loss 14.8404   Epoch: 2   Global Step: 33350   Required: 45 hours
Training: 2023-10-25 18:50:56,775-Speed 1098.58 samples/sec   Loss 14.7341   Epoch: 2   Global Step: 33400   Required: 45 hours
Training: 2023-10-25 18:51:14,333-Speed 1093.61 samples/sec   Loss 14.5495   Epoch: 2   Global Step: 33450   Required: 45 hours
Training: 2023-10-25 18:51:31,722-Speed 1104.21 samples/sec   Loss 14.7983   Epoch: 2   Global Step: 33500   Required: 45 hours
Training: 2023-10-25 18:51:49,227-Speed 1096.87 samples/sec   Loss 14.4599   Epoch: 2   Global Step: 33550   Required: 45 hours
Training: 2023-10-25 18:52:07,074-Speed 1075.88 samples/sec   Loss 14.4751   Epoch: 2   Global Step: 33600   Required: 45 hours
Training: 2023-10-25 18:52:24,471-Speed 1103.69 samples/sec   Loss 14.4117   Epoch: 2   Global Step: 33650   Required: 45 hours
Training: 2023-10-25 18:52:42,042-Speed 1092.77 samples/sec   Loss 14.6375   Epoch: 2   Global Step: 33700   Required: 45 hours
Training: 2023-10-25 18:52:59,435-Speed 1103.96 samples/sec   Loss 14.7986   Epoch: 2   Global Step: 33750   Required: 45 hours
Training: 2023-10-25 18:53:16,646-Speed 1115.65 samples/sec   Loss 14.5156   Epoch: 2   Global Step: 33800   Required: 45 hours
Training: 2023-10-25 18:53:34,724-Speed 1062.13 samples/sec   Loss 14.7828   Epoch: 2   Global Step: 33850   Required: 45 hours
Training: 2023-10-25 18:53:53,410-Speed 1027.57 samples/sec   Loss 14.3817   Epoch: 2   Global Step: 33900   Required: 45 hours
Training: 2023-10-25 18:54:11,066-Speed 1087.49 samples/sec   Loss 14.6624   Epoch: 2   Global Step: 33950   Required: 45 hours
Training: 2023-10-25 18:54:29,249-Speed 1056.04 samples/sec   Loss 14.7582   Epoch: 2   Global Step: 34000   Required: 45 hours
Training: 2023-10-25 18:54:46,795-Speed 1094.32 samples/sec   Loss 14.8276   Epoch: 2   Global Step: 34050   Required: 45 hours
Training: 2023-10-25 18:55:04,242-Speed 1100.52 samples/sec   Loss 14.6557   Epoch: 2   Global Step: 34100   Required: 45 hours
Training: 2023-10-25 18:55:51,106-[lfw][34116]XNorm: 8.205545
Training: 2023-10-25 18:55:51,106-[lfw][34116]Accuracy-Flip: 0.99483+-0.00361
Training: 2023-10-25 18:55:51,107-[lfw][34116]Accuracy-Highest: 0.99483
Training: 2023-10-25 18:56:32,644-[calfw][34116]XNorm: 8.223652
Training: 2023-10-25 18:56:32,644-[calfw][34116]Accuracy-Flip: 0.94783+-0.01223
Training: 2023-10-25 18:56:32,645-[calfw][34116]Accuracy-Highest: 0.94783
Training: 2023-10-25 18:57:13,261-[cplfw][34116]XNorm: 7.446421
Training: 2023-10-25 18:57:13,262-[cplfw][34116]Accuracy-Flip: 0.87167+-0.02017
Training: 2023-10-25 18:57:13,262-[cplfw][34116]Accuracy-Highest: 0.87167
Training: 2023-10-25 18:58:01,606-[cfp_fp][34116]XNorm: 7.530933
Training: 2023-10-25 18:58:01,607-[cfp_fp][34116]Accuracy-Flip: 0.93529+-0.01298
Training: 2023-10-25 18:58:01,607-[cfp_fp][34116]Accuracy-Highest: 0.93529
Training: 2023-10-25 18:58:41,062-[agedb_30][34116]XNorm: 8.014176
Training: 2023-10-25 18:58:41,062-[agedb_30][34116]Accuracy-Flip: 0.94050+-0.01160
Training: 2023-10-25 18:58:41,062-[agedb_30][34116]Accuracy-Highest: 0.94050
Training: 2023-10-25 18:58:52,792-Speed 84.01 samples/sec   Loss 14.8528   Epoch: 2   Global Step: 34150   Required: 45 hours
Training: 2023-10-25 18:59:10,407-Speed 1090.03 samples/sec   Loss 14.5579   Epoch: 2   Global Step: 34200   Required: 45 hours
Training: 2023-10-25 18:59:28,573-Speed 1057.03 samples/sec   Loss 14.7013   Epoch: 2   Global Step: 34250   Required: 45 hours
Training: 2023-10-25 18:59:46,991-Speed 1042.52 samples/sec   Loss 14.7945   Epoch: 2   Global Step: 34300   Required: 45 hours
Training: 2023-10-25 19:00:04,752-Speed 1081.05 samples/sec   Loss 14.7916   Epoch: 2   Global Step: 34350   Required: 45 hours
Training: 2023-10-25 19:00:22,899-Speed 1058.11 samples/sec   Loss 14.5994   Epoch: 2   Global Step: 34400   Required: 45 hours
Training: 2023-10-25 19:00:40,270-Speed 1105.31 samples/sec   Loss 14.7615   Epoch: 2   Global Step: 34450   Required: 45 hours
Training: 2023-10-25 19:00:57,849-Speed 1092.27 samples/sec   Loss 14.8812   Epoch: 2   Global Step: 34500   Required: 45 hours
Training: 2023-10-25 19:01:15,109-Speed 1112.49 samples/sec   Loss 14.9515   Epoch: 2   Global Step: 34550   Required: 45 hours
Training: 2023-10-25 19:01:32,569-Speed 1099.70 samples/sec   Loss 14.4406   Epoch: 2   Global Step: 34600   Required: 45 hours
Training: 2023-10-25 19:01:50,087-Speed 1096.08 samples/sec   Loss 14.5729   Epoch: 2   Global Step: 34650   Required: 45 hours
Training: 2023-10-25 19:02:07,490-Speed 1103.33 samples/sec   Loss 14.5722   Epoch: 2   Global Step: 34700   Required: 45 hours
Training: 2023-10-25 19:02:24,888-Speed 1103.64 samples/sec   Loss 14.5930   Epoch: 2   Global Step: 34750   Required: 45 hours
Training: 2023-10-25 19:02:42,219-Speed 1107.95 samples/sec   Loss 14.7542   Epoch: 2   Global Step: 34800   Required: 45 hours
Training: 2023-10-25 19:02:59,466-Speed 1113.32 samples/sec   Loss 14.7465   Epoch: 2   Global Step: 34850   Required: 45 hours
Training: 2023-10-25 19:03:16,792-Speed 1108.20 samples/sec   Loss 14.8191   Epoch: 2   Global Step: 34900   Required: 45 hours
Training: 2023-10-25 19:03:34,378-Speed 1091.86 samples/sec   Loss 14.6134   Epoch: 2   Global Step: 34950   Required: 45 hours
Training: 2023-10-25 19:03:51,653-Speed 1111.54 samples/sec   Loss 14.5091   Epoch: 2   Global Step: 35000   Required: 45 hours
Training: 2023-10-25 19:04:09,049-Speed 1103.76 samples/sec   Loss 14.4054   Epoch: 2   Global Step: 35050   Required: 45 hours
Training: 2023-10-25 19:04:26,579-Speed 1095.34 samples/sec   Loss 14.3937   Epoch: 2   Global Step: 35100   Required: 45 hours
Training: 2023-10-25 19:04:43,967-Speed 1104.24 samples/sec   Loss 14.4214   Epoch: 2   Global Step: 35150   Required: 45 hours
Training: 2023-10-25 19:05:01,755-Speed 1079.46 samples/sec   Loss 14.6288   Epoch: 2   Global Step: 35200   Required: 45 hours
Training: 2023-10-25 19:05:19,314-Speed 1093.50 samples/sec   Loss 14.7786   Epoch: 2   Global Step: 35250   Required: 45 hours
Training: 2023-10-25 19:05:36,849-Speed 1095.04 samples/sec   Loss 14.5687   Epoch: 2   Global Step: 35300   Required: 45 hours
Training: 2023-10-25 19:05:54,259-Speed 1102.88 samples/sec   Loss 14.6891   Epoch: 2   Global Step: 35350   Required: 45 hours
Training: 2023-10-25 19:06:11,968-Speed 1084.29 samples/sec   Loss 14.6717   Epoch: 2   Global Step: 35400   Required: 45 hours
Training: 2023-10-25 19:06:29,209-Speed 1113.66 samples/sec   Loss 14.4381   Epoch: 2   Global Step: 35450   Required: 45 hours
Training: 2023-10-25 19:06:47,569-Speed 1045.86 samples/sec   Loss 14.8959   Epoch: 2   Global Step: 35500   Required: 45 hours
Training: 2023-10-25 19:07:04,974-Speed 1103.18 samples/sec   Loss 14.6852   Epoch: 2   Global Step: 35550   Required: 45 hours
Training: 2023-10-25 19:07:22,812-Speed 1076.41 samples/sec   Loss 14.4178   Epoch: 2   Global Step: 35600   Required: 45 hours
Training: 2023-10-25 19:07:40,448-Speed 1088.74 samples/sec   Loss 14.4136   Epoch: 2   Global Step: 35650   Required: 45 hours
Training: 2023-10-25 19:07:58,089-Speed 1088.45 samples/sec   Loss 14.5156   Epoch: 2   Global Step: 35700   Required: 45 hours
Training: 2023-10-25 19:08:15,839-Speed 1081.75 samples/sec   Loss 14.6019   Epoch: 2   Global Step: 35750   Required: 45 hours
Training: 2023-10-25 19:08:33,665-Speed 1077.12 samples/sec   Loss 14.6261   Epoch: 2   Global Step: 35800   Required: 45 hours
Training: 2023-10-25 19:08:51,265-Speed 1090.94 samples/sec   Loss 14.3610   Epoch: 2   Global Step: 35850   Required: 45 hours
Training: 2023-10-25 19:09:08,614-Speed 1106.80 samples/sec   Loss 14.6116   Epoch: 2   Global Step: 35900   Required: 45 hours
Training: 2023-10-25 19:09:26,940-Speed 1047.75 samples/sec   Loss 14.6983   Epoch: 2   Global Step: 35950   Required: 45 hours
Training: 2023-10-25 19:09:44,359-Speed 1102.31 samples/sec   Loss 14.5976   Epoch: 2   Global Step: 36000   Required: 45 hours
Training: 2023-10-25 19:10:01,848-Speed 1097.91 samples/sec   Loss 14.5664   Epoch: 2   Global Step: 36050   Required: 45 hours
Training: 2023-10-25 19:10:19,438-Speed 1091.57 samples/sec   Loss 14.6192   Epoch: 2   Global Step: 36100   Required: 45 hours
Training: 2023-10-25 19:10:37,076-Speed 1088.58 samples/sec   Loss 14.4276   Epoch: 2   Global Step: 36150   Required: 45 hours
Training: 2023-10-25 19:10:54,233-Speed 1119.17 samples/sec   Loss 14.4084   Epoch: 2   Global Step: 36200   Required: 45 hours
Training: 2023-10-25 19:11:11,967-Speed 1082.76 samples/sec   Loss 14.1994   Epoch: 2   Global Step: 36250   Required: 45 hours
Training: 2023-10-25 19:11:30,166-Speed 1055.04 samples/sec   Loss 14.2979   Epoch: 2   Global Step: 36300   Required: 45 hours
Training: 2023-10-25 19:11:48,194-Speed 1065.09 samples/sec   Loss 14.5154   Epoch: 2   Global Step: 36350   Required: 45 hours
Training: 2023-10-25 19:12:05,346-Speed 1119.45 samples/sec   Loss 14.5957   Epoch: 2   Global Step: 36400   Required: 45 hours
Training: 2023-10-25 19:12:22,772-Speed 1101.87 samples/sec   Loss 14.3157   Epoch: 2   Global Step: 36450   Required: 45 hours
Training: 2023-10-25 19:12:41,127-Speed 1046.05 samples/sec   Loss 14.5561   Epoch: 2   Global Step: 36500   Required: 45 hours
Training: 2023-10-25 19:12:58,342-Speed 1115.41 samples/sec   Loss 14.4848   Epoch: 2   Global Step: 36550   Required: 45 hours
Training: 2023-10-25 19:13:15,671-Speed 1107.99 samples/sec   Loss 14.6966   Epoch: 2   Global Step: 36600   Required: 45 hours
Training: 2023-10-25 19:13:33,161-Speed 1097.83 samples/sec   Loss 14.4035   Epoch: 2   Global Step: 36650   Required: 45 hours
Training: 2023-10-25 19:13:50,784-Speed 1089.58 samples/sec   Loss 14.4691   Epoch: 2   Global Step: 36700   Required: 45 hours
Training: 2023-10-25 19:14:08,198-Speed 1102.59 samples/sec   Loss 14.3563   Epoch: 2   Global Step: 36750   Required: 45 hours
Training: 2023-10-25 19:14:25,823-Speed 1089.43 samples/sec   Loss 14.6105   Epoch: 2   Global Step: 36800   Required: 45 hours
Training: 2023-10-25 19:14:43,126-Speed 1109.74 samples/sec   Loss 14.4726   Epoch: 2   Global Step: 36850   Required: 45 hours
Training: 2023-10-25 19:15:01,157-Speed 1064.87 samples/sec   Loss 14.3652   Epoch: 2   Global Step: 36900   Required: 45 hours
Training: 2023-10-25 19:15:18,266-Speed 1122.30 samples/sec   Loss 14.4310   Epoch: 2   Global Step: 36950   Required: 45 hours
Training: 2023-10-25 19:15:35,761-Speed 1097.57 samples/sec   Loss 14.5707   Epoch: 2   Global Step: 37000   Required: 45 hours
Training: 2023-10-25 19:15:53,681-Speed 1071.52 samples/sec   Loss 14.3379   Epoch: 2   Global Step: 37050   Required: 45 hours
Training: 2023-10-25 19:16:11,512-Speed 1076.80 samples/sec   Loss 14.4024   Epoch: 2   Global Step: 37100   Required: 45 hours
Training: 2023-10-25 19:16:29,057-Speed 1094.43 samples/sec   Loss 14.4046   Epoch: 2   Global Step: 37150   Required: 45 hours
Training: 2023-10-25 19:16:46,098-Speed 1126.79 samples/sec   Loss 14.6154   Epoch: 2   Global Step: 37200   Required: 45 hours
Training: 2023-10-25 19:17:03,050-Speed 1132.70 samples/sec   Loss 14.5781   Epoch: 2   Global Step: 37250   Required: 45 hours
Training: 2023-10-25 19:17:20,548-Speed 1097.35 samples/sec   Loss 14.5249   Epoch: 2   Global Step: 37300   Required: 45 hours
Training: 2023-10-25 19:17:38,442-Speed 1073.03 samples/sec   Loss 14.2692   Epoch: 2   Global Step: 37350   Required: 45 hours
Training: 2023-10-25 19:17:56,112-Speed 1086.63 samples/sec   Loss 14.5633   Epoch: 2   Global Step: 37400   Required: 45 hours
Training: 2023-10-25 19:18:13,619-Speed 1096.77 samples/sec   Loss 14.3103   Epoch: 2   Global Step: 37450   Required: 45 hours
Training: 2023-10-25 19:18:30,855-Speed 1114.04 samples/sec   Loss 14.4233   Epoch: 2   Global Step: 37500   Required: 45 hours
Training: 2023-10-25 19:18:48,017-Speed 1118.84 samples/sec   Loss 14.4482   Epoch: 2   Global Step: 37550   Required: 45 hours
Training: 2023-10-25 19:19:06,286-Speed 1051.01 samples/sec   Loss 14.5527   Epoch: 2   Global Step: 37600   Required: 45 hours
Training: 2023-10-25 19:19:23,890-Speed 1090.77 samples/sec   Loss 14.2505   Epoch: 2   Global Step: 37650   Required: 45 hours
Training: 2023-10-25 19:19:41,251-Speed 1105.95 samples/sec   Loss 14.5809   Epoch: 2   Global Step: 37700   Required: 45 hours
Training: 2023-10-25 19:19:58,448-Speed 1116.53 samples/sec   Loss 14.3269   Epoch: 2   Global Step: 37750   Required: 45 hours
Training: 2023-10-25 19:20:16,022-Speed 1092.58 samples/sec   Loss 14.6174   Epoch: 2   Global Step: 37800   Required: 45 hours
Training: 2023-10-25 19:20:33,242-Speed 1115.06 samples/sec   Loss 14.4970   Epoch: 2   Global Step: 37850   Required: 45 hours
Training: 2023-10-25 19:20:50,555-Speed 1109.11 samples/sec   Loss 14.3226   Epoch: 2   Global Step: 37900   Required: 45 hours
Training: 2023-10-25 19:21:08,175-Speed 1089.74 samples/sec   Loss 14.3663   Epoch: 2   Global Step: 37950   Required: 45 hours
